#
#    Period, Days, T      Frequency, 1/Days, v      Periodogram, I(v)
#
  0.202068965517241E+03   0.494880546075085E-02   0.742851289902453E-01
  0.201374570446735E+03   0.496587030716724E-02   0.650163315211420E-01
  0.200684931506849E+03   0.498293515358362E-02   0.489559353796590E-01
  0.200000000000000E+03   0.500000000000000E-02   0.325621355466923E-01
  0.199319727891156E+03   0.501706484641638E-02   0.225340328657447E-01
  0.198644067796610E+03   0.503412969283276E-02   0.234545588772234E-01
  0.197972972972973E+03   0.505119453924915E-02   0.360478816348801E-01
  0.197306397306397E+03   0.506825938566553E-02   0.568098013388933E-01
  0.196644295302013E+03   0.508532423208191E-02   0.791179832687108E-01
  0.195986622073579E+03   0.510238907849829E-02   0.954716578937384E-01
  0.195333333333333E+03   0.511945392491468E-02   0.100112880917886E+00
  0.194684385382060E+03   0.513651877133106E-02   0.910199856073659E-01
  0.194039735099338E+03   0.515358361774744E-02   0.706377946500737E-01
  0.193399339933993E+03   0.517064846416382E-02   0.449815394261425E-01
  0.192763157894737E+03   0.518771331058020E-02   0.214915755424799E-01
  0.192131147540984E+03   0.520477815699659E-02   0.639200510780145E-02
  0.191503267973856E+03   0.522184300341297E-02   0.256203712500211E-02
  0.190879478827362E+03   0.523890784982935E-02   0.868198617118092E-02
  0.190259740259740E+03   0.525597269624573E-02   0.199874334961932E-01
  0.189644012944984E+03   0.527303754266212E-02   0.303362167799045E-01
  0.189032258064516E+03   0.529010238907850E-02   0.348054794779181E-01
  0.188424437299035E+03   0.530716723549488E-02   0.317883934077413E-01
  0.187820512820513E+03   0.532423208191126E-02   0.237536733009093E-01
  0.187220447284345E+03   0.534129692832765E-02   0.163769604274606E-01
  0.186624203821656E+03   0.535836177474403E-02   0.163001439915583E-01
  0.186031746031746E+03   0.537542662116041E-02   0.284019981335776E-01
  0.185443037974684E+03   0.539249146757679E-02   0.536324573864855E-01
  0.184858044164038E+03   0.540955631399317E-02   0.882974469061925E-01
  0.184276729559748E+03   0.542662116040956E-02   0.125140980540233E+00
  0.183699059561129E+03   0.544368600682594E-02   0.155901860469109E+00
  0.183125000000000E+03   0.546075085324232E-02   0.174436431687685E+00
  0.182554517133956E+03   0.547781569965870E-02   0.179139684708900E+00
  0.181987577639752E+03   0.549488054607509E-02   0.173797405487954E+00
  0.181424148606811E+03   0.551194539249147E-02   0.166394995573151E+00
  0.180864197530864E+03   0.552901023890785E-02   0.166188722180416E+00
  0.180307692307692E+03   0.554607508532423E-02   0.180160798836446E+00
  0.179754601226994E+03   0.556313993174061E-02   0.209951386838603E+00
  0.179204892966361E+03   0.558020477815700E-02   0.250664516739988E+00
  0.178658536585366E+03   0.559726962457338E-02   0.291916613264026E+00
  0.178115501519757E+03   0.561433447098976E-02   0.320967463657466E+00
  0.177575757575758E+03   0.563139931740614E-02   0.326895971427823E+00
  0.177039274924471E+03   0.564846416382253E-02   0.304396396051665E+00
  0.176506024096386E+03   0.566552901023891E-02   0.255988353535381E+00
  0.175975975975976E+03   0.568259385665529E-02   0.191587993256700E+00
  0.175449101796407E+03   0.569965870307167E-02   0.125846212259381E+00
  0.174925373134328E+03   0.571672354948805E-02   0.737912738792974E-01
  0.174404761904762E+03   0.573378839590444E-02   0.463908156994587E-01
  0.173887240356083E+03   0.575085324232082E-02   0.473559619605565E-01
  0.173372781065089E+03   0.576791808873720E-02   0.722407667698949E-01
  0.172861356932153E+03   0.578498293515358E-02   0.110037932006578E+00
  0.172352941176471E+03   0.580204778156997E-02   0.146745252556200E+00
  0.171847507331378E+03   0.581911262798635E-02   0.169632715206812E+00
  0.171345029239766E+03   0.583617747440273E-02   0.170923346110291E+00
  0.170845481049563E+03   0.585324232081911E-02   0.149794656796669E+00
  0.170348837209302E+03   0.587030716723549E-02   0.112097428674518E+00
  0.169855072463768E+03   0.588737201365188E-02   0.682487806334936E-01
  0.169364161849711E+03   0.590443686006826E-02   0.299068764108921E-01
  0.168876080691643E+03   0.592150170648464E-02   0.667962235402559E-02
  0.168390804597701E+03   0.593856655290102E-02   0.378022405505527E-02
  0.167908309455587E+03   0.595563139931741E-02   0.211701531619504E-01
  0.167428571428571E+03   0.597269624573379E-02   0.542163223710771E-01
  0.166951566951567E+03   0.598976109215017E-02   0.954111421375289E-01
  0.166477272727273E+03   0.600682593856655E-02   0.136395688277677E+00
  0.166005665722380E+03   0.602389078498294E-02   0.169769776102736E+00
  0.165536723163842E+03   0.604095563139932E-02   0.190175811237511E+00
  0.165070422535211E+03   0.605802047781570E-02   0.194704737220201E+00
  0.164606741573034E+03   0.607508532423208E-02   0.182849592207720E+00
  0.164145658263305E+03   0.609215017064846E-02   0.156347979305196E+00
  0.163687150837989E+03   0.610921501706485E-02   0.119107816932817E+00
  0.163231197771588E+03   0.612627986348123E-02   0.772745362621410E-01
  0.162777777777778E+03   0.614334470989761E-02   0.391529299230456E-01
  0.162326869806094E+03   0.616040955631399E-02   0.147892436312718E-01
  0.161878453038674E+03   0.617747440273038E-02   0.147426328331053E-01
  0.161432506887052E+03   0.619453924914676E-02   0.482196780148976E-01
  0.160989010989011E+03   0.621160409556314E-02   0.120775545039833E+00
  0.160547945205479E+03   0.622866894197952E-02   0.232161834382317E+00
  0.160109289617486E+03   0.624573378839590E-02   0.374972887162076E+00
  0.159673024523161E+03   0.626279863481229E-02   0.534679018085474E+00
  0.159239130434783E+03   0.627986348122867E-02   0.691217784402765E+00
  0.158807588075881E+03   0.629692832764505E-02   0.822150264008565E+00
  0.158378378378378E+03   0.631399317406143E-02   0.906470311195295E+00
  0.157951482479784E+03   0.633105802047782E-02   0.928829576768463E+00
  0.157526881720430E+03   0.634812286689420E-02   0.882817627705283E+00
  0.157104557640751E+03   0.636518771331058E-02   0.772835509188971E+00
  0.156684491978610E+03   0.638225255972696E-02   0.614302545041494E+00
  0.156266666666667E+03   0.639931740614334E-02   0.431749404433055E+00
  0.155851063829787E+03   0.641638225255973E-02   0.255304376607394E+00
  0.155437665782493E+03   0.643344709897611E-02   0.116037034461279E+00
  0.155026455026455E+03   0.645051194539249E-02   0.408083732302291E-01
  0.154617414248021E+03   0.646757679180887E-02   0.473225460126020E-01
  0.154210526315789E+03   0.648464163822526E-02   0.140452666349049E+00
  0.153805774278215E+03   0.650170648464164E-02   0.310373126949901E+00
  0.153403141361257E+03   0.651877133105802E-02   0.533121921282695E+00
  0.153002610966057E+03   0.653583617747440E-02   0.773860721546643E+00
  0.152604166666667E+03   0.655290102389079E-02   0.992463471853874E+00
  0.152207792207792E+03   0.656996587030717E-02   0.115072084376866E+01
  0.151813471502591E+03   0.658703071672355E-02   0.121971351184953E+01
  0.151421188630491E+03   0.660409556313993E-02   0.118579031992568E+01
  0.151030927835052E+03   0.662116040955632E-02   0.105389115607020E+01
  0.150642673521851E+03   0.663822525597270E-02   0.846932494377822E+00
  0.150256410256410E+03   0.665529010238908E-02   0.601518772912940E+00
  0.149872122762148E+03   0.667235494880546E-02   0.360358040481730E+00
  0.149489795918367E+03   0.668941979522184E-02   0.163441644414472E+00
  0.149109414758270E+03   0.670648464163823E-02   0.399105057441916E-01
  0.148730964467005E+03   0.672354948805461E-02   0.248394345770027E-02
  0.148354430379747E+03   0.674061433447099E-02   0.459224428988561E-01
  0.147979797979798E+03   0.675767918088737E-02   0.149644652226621E+00
  0.147607052896725E+03   0.677474402730375E-02   0.283668504643365E+00
  0.147236180904523E+03   0.679180887372014E-02   0.416117362010551E+00
  0.146867167919799E+03   0.680887372013652E-02   0.520277056713300E+00
  0.146500000000000E+03   0.682593856655290E-02   0.579446176632887E+00
  0.146134663341646E+03   0.684300341296928E-02   0.588561312098418E+00
  0.145771144278607E+03   0.686006825938567E-02   0.552756089860206E+00
  0.145409429280397E+03   0.687713310580205E-02   0.483749150178939E+00
  0.145049504950495E+03   0.689419795221843E-02   0.395561240800999E+00
  0.144691358024691E+03   0.691126279863481E-02   0.301117521882895E+00
  0.144334975369458E+03   0.692832764505119E-02   0.210386469445388E+00
  0.143980343980344E+03   0.694539249146758E-02   0.130560618922508E+00
  0.143627450980392E+03   0.696245733788396E-02   0.670775183675993E-01
  0.143276283618582E+03   0.697952218430034E-02   0.250275086771806E-01
