#
#    Period, Days, T      Frequency, 1/Days, v      Periodogram, I(v)
#
  0.645374449339207E+02   0.154948805460751E-01   0.358236729754170E-01
  0.644664466446645E+02   0.155119453924915E-01   0.100044867406783E+00
  0.643956043956044E+02   0.155290102389078E-01   0.187451006285969E+00
  0.643249176728869E+02   0.155460750853242E-01   0.284493071950743E+00
  0.642543859649123E+02   0.155631399317406E-01   0.375374432198314E+00
  0.641840087623220E+02   0.155802047781570E-01   0.444991071622325E+00
  0.641137855579869E+02   0.155972696245734E-01   0.481833783076727E+00
  0.640437158469945E+02   0.156143344709898E-01   0.480109571961696E+00
  0.639737991266376E+02   0.156313993174061E-01   0.440824496747490E+00
  0.639040348964013E+02   0.156484641638225E-01   0.371456687666702E+00
  0.638344226579521E+02   0.156655290102389E-01   0.284531818353620E+00
  0.637649619151251E+02   0.156825938566553E-01   0.195195902634581E+00
  0.636956521739130E+02   0.156996587030717E-01   0.118493561214011E+00
  0.636264929424539E+02   0.157167235494881E-01   0.668491724016523E-01
  0.635574837310195E+02   0.157337883959044E-01   0.480868445830225E-01
  0.634886240520043E+02   0.157508532423208E-01   0.644052489738551E-01
  0.634199134199134E+02   0.157679180887372E-01   0.112343903732676E+00
  0.633513513513514E+02   0.157849829351536E-01   0.183668025463128E+00
  0.632829373650108E+02   0.158020477815700E-01   0.266913363934222E+00
  0.632146709816613E+02   0.158191126279864E-01   0.349359302195325E+00
  0.631465517241379E+02   0.158361774744027E-01   0.419069652445087E+00
  0.630785791173305E+02   0.158532423208191E-01   0.466751362902219E+00
  0.630107526881720E+02   0.158703071672355E-01   0.487049740786475E+00
  0.629430719656283E+02   0.158873720136519E-01   0.479334903548832E+00
  0.628755364806867E+02   0.159044368600683E-01   0.447540955726729E+00
  0.628081457663451E+02   0.159215017064846E-01   0.399357025368087E+00
  0.627408993576017E+02   0.159385665529010E-01   0.344628487238297E+00
  0.626737967914438E+02   0.159556313993174E-01   0.293492898891050E+00
  0.626068376068376E+02   0.159726962457338E-01   0.254284443606144E+00
  0.625400213447172E+02   0.159897610921502E-01   0.231941859422538E+00
  0.624733475479744E+02   0.160068259385666E-01   0.227036474517176E+00
  0.624068157614483E+02   0.160238907849829E-01   0.235880499329721E+00
  0.623404255319149E+02   0.160409556313993E-01   0.251474209398419E+00
  0.622741764080765E+02   0.160580204778157E-01   0.265357732919705E+00
  0.622080679405520E+02   0.160750853242321E-01   0.269736964457081E+00
  0.621420996818664E+02   0.160921501706485E-01   0.259404564425506E+00
  0.620762711864407E+02   0.161092150170648E-01   0.233052195332711E+00
  0.620105820105820E+02   0.161262798634812E-01   0.193505048183530E+00
  0.619450317124736E+02   0.161433447098976E-01   0.146865613530402E+00
  0.618796198521647E+02   0.161604095563140E-01   0.100852008827124E+00
  0.618143459915612E+02   0.161774744027304E-01   0.627103305036085E-01
  0.617492096944152E+02   0.161945392491468E-01   0.373438978385821E-01
  0.616842105263158E+02   0.162116040955631E-01   0.261621371440097E-01
  0.616193480546793E+02   0.162286689419795E-01   0.269266986680202E-01
  0.615546218487395E+02   0.162457337883959E-01   0.346458694578678E-01
  0.614900314795383E+02   0.162627986348123E-01   0.432196997393030E-01
  0.614255765199161E+02   0.162798634812287E-01   0.473724170060320E-01
  0.613612565445026E+02   0.162969283276451E-01   0.441915863878318E-01
  0.612970711297071E+02   0.163139931740614E-01   0.339588908200736E-01
  0.612330198537095E+02   0.163310580204778E-01   0.199418716053976E-01
  0.611691022964509E+02   0.163481228668942E-01   0.725796776971976E-02
  0.611053180396246E+02   0.163651877133106E-01   0.115842037481158E-02
  0.610416666666667E+02   0.163822525597270E-01   0.526556397572158E-02
  0.609781477627471E+02   0.163993174061433E-01   0.202980285638970E-01
  0.609147609147609E+02   0.164163822525597E-01   0.436726694937654E-01
  0.608515057113188E+02   0.164334470989761E-01   0.701115502919703E-01
  0.607883817427386E+02   0.164505119453925E-01   0.930816489750596E-01
  0.607253886010363E+02   0.164675767918089E-01   0.106708732841989E+00
  0.606625258799172E+02   0.164846416382253E-01   0.107463010930467E+00
  0.605997931747673E+02   0.165017064846416E-01   0.953374630052156E-01
  0.605371900826446E+02   0.165187713310580E-01   0.739447957426960E-01
  0.604747162022704E+02   0.165358361774744E-01   0.496807343218272E-01
  0.604123711340206E+02   0.165529010238908E-01   0.300033349089183E-01
  0.603501544799176E+02   0.165699658703072E-01   0.214299720273400E-01
  0.602880658436214E+02   0.165870307167236E-01   0.277510730832311E-01
  0.602261048304214E+02   0.166040955631399E-01   0.489368383794795E-01
  0.601642710472279E+02   0.166211604095563E-01   0.810975201795134E-01
  0.601025641025641E+02   0.166382252559727E-01   0.117454847767135E+00
  0.600409836065574E+02   0.166552901023891E-01   0.150081410838780E+00
  0.599795291709314E+02   0.166723549488055E-01   0.171924388062774E+00
  0.599182004089979E+02   0.166894197952218E-01   0.178523869794660E+00
  0.598569969356486E+02   0.167064846416382E-01   0.169034815295055E+00
  0.597959183673469E+02   0.167235494880546E-01   0.146200378137605E+00
  0.597349643221203E+02   0.167406143344710E-01   0.115378958910936E+00
  0.596741344195519E+02   0.167576791808874E-01   0.829465787271059E-01
  0.596134282807731E+02   0.167747440273038E-01   0.545194166493427E-01
  0.595528455284553E+02   0.167918088737201E-01   0.335931691004589E-01
  0.594923857868020E+02   0.168088737201365E-01   0.209406614070725E-01
  0.594320486815416E+02   0.168259385665529E-01   0.149550260397810E-01
  0.593718338399189E+02   0.168430034129693E-01   0.127888450531458E-01
  0.593117408906882E+02   0.168600682593857E-01   0.118470967529533E-01
  0.592517694641052E+02   0.168771331058021E-01   0.111415557411565E-01
  0.591919191919192E+02   0.168941979522184E-01   0.119806863020388E-01
  0.591321897073663E+02   0.169112627986348E-01   0.177295951503215E-01
  0.590725806451613E+02   0.169283276450512E-01   0.326541751939492E-01
  0.590130916414904E+02   0.169453924914676E-01   0.601716809243106E-01
  0.589537223340040E+02   0.169624573378840E-01   0.101099544711339E+00
  0.588944723618090E+02   0.169795221843003E-01   0.152511969270614E+00
  0.588353413654618E+02   0.169965870307167E-01   0.207636146061860E+00
  0.587763289869609E+02   0.170136518771331E-01   0.256999599309664E+00
  0.587174348697395E+02   0.170307167235495E-01   0.290609201285252E+00
  0.586586586586587E+02   0.170477815699659E-01   0.300524737163721E+00
  0.586000000000000E+02   0.170648464163823E-01   0.283201210504982E+00
  0.585414585414585E+02   0.170819112627986E-01   0.240775570986978E+00
  0.584830339321357E+02   0.170989761092150E-01   0.180977014530337E+00
  0.584247258225324E+02   0.171160409556314E-01   0.115460797862801E+00
  0.583665338645418E+02   0.171331058020478E-01   0.570917337783062E-01
  0.583084577114428E+02   0.171501706484642E-01   0.167359170918416E-01
  0.582504970178926E+02   0.171672354948805E-01   0.692248317692174E-03
  0.581926514399206E+02   0.171843003412969E-01   0.916770684914759E-02
  0.581349206349206E+02   0.172013651877133E-01   0.364778449831102E-01
  0.580773042616452E+02   0.172184300341297E-01   0.727823532444742E-01
  0.580198019801980E+02   0.172354948805461E-01   0.106870913608725E+00
  0.579624134520277E+02   0.172525597269625E-01   0.129238938934920E+00
  0.579051383399209E+02   0.172696245733788E-01   0.134554502037602E+00
  0.578479763079960E+02   0.172866894197952E-01   0.122804117962705E+00
  0.577909270216962E+02   0.173037542662116E-01   0.989681658991933E-01
  0.577339901477833E+02   0.173208191126280E-01   0.712134231817492E-01
  0.576771653543307E+02   0.173378839590444E-01   0.483145626120947E-01
  0.576204523107178E+02   0.173549488054608E-01   0.370809027455284E-01
  0.575638506876228E+02   0.173720136518771E-01   0.404489039263508E-01
  0.575073601570167E+02   0.173890784982935E-01   0.568797685945535E-01
  0.574509803921569E+02   0.174061433447099E-01   0.811011494907542E-01
  0.573947110675808E+02   0.174232081911263E-01   0.105891239867241E+00
  0.573385518590998E+02   0.174402730375427E-01   0.124333286650128E+00
  0.572825024437928E+02   0.174573378839590E-01   0.131795916745066E+00
  0.572265625000000E+02   0.174744027303754E-01   0.127060940188692E+00
  0.571707317073171E+02   0.174914675767918E-01   0.112338570270064E+00
  0.571150097465887E+02   0.175085324232082E-01   0.921736357371082E-01
  0.570593962999026E+02   0.175255972696246E-01   0.717905561531646E-01
  0.570038910505837E+02   0.175426621160410E-01   0.553249631993193E-01
  0.569484936831876E+02   0.175597269624573E-01   0.446544194200914E-01
  0.568932038834951E+02   0.175767918088737E-01   0.391178587967837E-01
  0.568380213385063E+02   0.175938566552901E-01   0.362674706981501E-01
  0.567829457364341E+02   0.176109215017065E-01   0.332410305587427E-01
  0.567279767666989E+02   0.176279863481229E-01   0.283738749963901E-01
  0.566731141199226E+02   0.176450511945393E-01   0.223891998851236E-01
  0.566183574879227E+02   0.176621160409556E-01   0.187145377401887E-01
  0.565637065637066E+02   0.176791808873720E-01   0.227856933626370E-01
  0.565091610414658E+02   0.176962457337884E-01   0.404237518382827E-01
  0.564547206165703E+02   0.177133105802048E-01   0.758715593972849E-01
  0.564003849855630E+02   0.177303754266212E-01   0.129917619401371E+00
  0.563461538461538E+02   0.177474402730375E-01   0.198861119460884E+00
  0.562920268972142E+02   0.177645051194539E-01   0.274618954263991E+00
  0.562380038387716E+02   0.177815699658703E-01   0.346075950619355E+00
  0.561840843720038E+02   0.177986348122867E-01   0.401324155447505E+00
  0.561302681992337E+02   0.178156996587031E-01   0.430340497915927E+00
  0.560765550239234E+02   0.178327645051195E-01   0.427366946156326E+00
  0.560229445506692E+02   0.178498293515358E-01   0.392413124952725E+00
  0.559694364851958E+02   0.178668941979522E-01   0.331363027568579E+00
  0.559160305343511E+02   0.178839590443686E-01   0.254937181078255E+00
  0.558627264061010E+02   0.179010238907850E-01   0.176354147323673E+00
  0.558095238095238E+02   0.179180887372014E-01   0.108608495724005E+00
  0.557564224548049E+02   0.179351535836178E-01   0.618127274972192E-01
  0.557034220532319E+02   0.179522184300341E-01   0.412603197800703E-01
  0.556505223171890E+02   0.179692832764505E-01   0.466018316123493E-01
  0.555977229601518E+02   0.179863481228669E-01   0.723334021733961E-01
  0.555450236966825E+02   0.180034129692833E-01   0.109329141848470E+00
  0.554924242424242E+02   0.180204778156997E-01   0.147063179675010E+00
  0.554399243140965E+02   0.180375426621160E-01   0.175967481574034E+00
  0.553875236294896E+02   0.180546075085324E-01   0.189400199878844E+00
  0.553352219074599E+02   0.180716723549488E-01   0.184740416536494E+00
  0.552830188679245E+02   0.180887372013652E-01   0.163544445292856E+00
  0.552309142318567E+02   0.181058020477816E-01   0.130725675003438E+00
  0.551789077212806E+02   0.181228668941980E-01   0.930923914945581E-01
  0.551269990592662E+02   0.181399317406143E-01   0.575628004327814E-01
  0.550751879699248E+02   0.181569965870307E-01   0.296023952320830E-01
  0.550234741784038E+02   0.181740614334471E-01   0.121570154078263E-01
  0.549718574108818E+02   0.181911262798635E-01   0.531982383386031E-02
  0.549203373945642E+02   0.182081911262799E-01   0.673598274667955E-02
  0.548689138576779E+02   0.182252559726962E-01   0.125658688387551E-01
  0.548175865294668E+02   0.182423208191126E-01   0.187301984227242E-01
  0.547663551401869E+02   0.182593856655290E-01   0.220618665577100E-01
  0.547152194211018E+02   0.182764505119454E-01   0.211048034224922E-01
  0.546641791044776E+02   0.182935153583618E-01   0.163383323764212E-01
  0.546132339235787E+02   0.183105802047782E-01   0.983913051658484E-02
  0.545623836126629E+02   0.183276450511945E-01   0.449321584777876E-02
  0.545116279069767E+02   0.183447098976109E-01   0.302473408655442E-02
  0.544609665427509E+02   0.183617747440273E-01   0.710750359857413E-02
  0.544103992571959E+02   0.183788395904437E-01   0.168419539855242E-01
  0.543599257884972E+02   0.183959044368601E-01   0.307054876322190E-01
  0.543095458758109E+02   0.184129692832765E-01   0.459889312701205E-01
  0.542592592592593E+02   0.184300341296928E-01   0.595528556416065E-01
  0.542090656799260E+02   0.184470989761092E-01   0.686953386537983E-01
  0.541589648798521E+02   0.184641638225256E-01   0.718448122441671E-01
  0.541089566020314E+02   0.184812286689420E-01   0.689045686646827E-01
  0.540590405904059E+02   0.184982935153584E-01   0.611198224603354E-01
  0.540092165898618E+02   0.185153583617747E-01   0.506149072971406E-01
  0.539594843462247E+02   0.185324232081911E-01   0.397074829872626E-01
  0.539098436062557E+02   0.185494880546075E-01   0.302632050072073E-01
  0.538602941176471E+02   0.185665529010239E-01   0.232804355655812E-01
  0.538108356290174E+02   0.185836177474403E-01   0.188585037576301E-01
  0.537614678899083E+02   0.186006825938567E-01   0.164714839487455E-01
  0.537121906507791E+02   0.186177474402730E-01   0.154703653396660E-01
  0.536630036630037E+02   0.186348122866894E-01   0.155341018054127E-01
  0.536139066788655E+02   0.186518771331058E-01   0.169356358659339E-01
  0.535648994515539E+02   0.186689419795222E-01   0.204364251804911E-01
  0.535159817351598E+02   0.186860068259386E-01   0.268967606988888E-01
  0.534671532846715E+02   0.187030716723550E-01   0.367045487934332E-01
  0.534184138559708E+02   0.187201365187713E-01   0.492911621068442E-01
  0.533697632058288E+02   0.187372013651877E-01   0.629502256483262E-01
  0.533212010919017E+02   0.187542662116041E-01   0.751256281284186E-01
  0.532727272727273E+02   0.187713310580205E-01   0.830821637024248E-01
  0.532243415077202E+02   0.187883959044369E-01   0.848452829177415E-01
  0.531760435571688E+02   0.188054607508532E-01   0.800214038287576E-01
  0.531278331822303E+02   0.188225255972696E-01   0.702245064542275E-01
  0.530797101449275E+02   0.188395904436860E-01   0.588611813538862E-01
  0.530316742081448E+02   0.188566552901024E-01   0.502844700831265E-01
  0.529837251356239E+02   0.188737201365188E-01   0.484639424486754E-01
  0.529358626919603E+02   0.188907849829352E-01   0.556215082566982E-01
  0.528880866425993E+02   0.189078498293515E-01   0.712641183938675E-01
  0.528403967538323E+02   0.189249146757679E-01   0.920015860804031E-01
  0.527927927927928E+02   0.189419795221843E-01   0.112262937004227E+00
  0.527452745274527E+02   0.189590443686007E-01   0.125853298956376E+00
  0.526978417266187E+02   0.189761092150171E-01   0.127928546843436E+00
  0.526504941599281E+02   0.189931740614335E-01   0.116700115003424E+00
  0.526032315978456E+02   0.190102389078498E-01   0.944989020958280E-01
  0.525560538116592E+02   0.190273037542662E-01   0.676421779925705E-01
  0.525089605734767E+02   0.190443686006826E-01   0.450623042491626E-01
  0.524619516562220E+02   0.190614334470990E-01   0.360830031487311E-01
  0.524150268336315E+02   0.190784982935154E-01   0.477895559198014E-01
  0.523681858802502E+02   0.190955631399317E-01   0.828588595278454E-01
  0.523214285714286E+02   0.191126279863481E-01   0.138362674325227E+00
  0.522747546833185E+02   0.191296928327645E-01   0.206052729765115E+00
  0.522281639928699E+02   0.191467576791809E-01   0.274039120818015E+00
  0.521816562778272E+02   0.191638225255973E-01   0.329500559291753E+00
  0.521352313167260E+02   0.191808873720137E-01   0.361793584789609E+00
  0.520888888888889E+02   0.191979522184300E-01   0.365010062622814E+00
  0.520426287744227E+02   0.192150170648464E-01   0.339489225100538E+00
  0.519964507542147E+02   0.192320819112628E-01   0.291890694289617E+00
  0.519503546099291E+02   0.192491467576792E-01   0.233632193906350E+00
  0.519043401240035E+02   0.192662116040956E-01   0.178276446274969E+00
  0.518584070796460E+02   0.192832764505119E-01   0.138535526387968E+00
  0.518125552608311E+02   0.193003412969283E-01   0.123455832672029E+00
  0.517667844522968E+02   0.193174061433447E-01   0.136619581582670E+00
  0.517210944395410E+02   0.193344709897611E-01   0.175515707202258E+00
  0.516754850088183E+02   0.193515358361775E-01   0.232385261627158E+00
  0.516299559471366E+02   0.193686006825939E-01   0.296013038649199E+00
  0.515845070422535E+02   0.193856655290102E-01   0.354163258840182E+00
  0.515391380826737E+02   0.194027303754266E-01   0.396020868977869E+00
  0.514938488576450E+02   0.194197952218430E-01   0.414086335049278E+00
  0.514486391571554E+02   0.194368600682594E-01   0.405355478865747E+00
  0.514035087719298E+02   0.194539249146758E-01   0.371319972115387E+00
  0.513584574934268E+02   0.194709897610922E-01   0.317418841383558E+00
  0.513134851138354E+02   0.194880546075085E-01   0.251578612602618E+00
  0.512685914260717E+02   0.195051194539249E-01   0.182646436200165E+00
  0.512237762237762E+02   0.195221843003413E-01   0.118834970447478E+00
  0.511790393013100E+02   0.195392491467577E-01   0.664471712552998E-01
  0.511343804537522E+02   0.195563139931741E-01   0.291547917733424E-01
  0.510897994768963E+02   0.195733788395904E-01   0.769573105024977E-02
  0.510452961672474E+02   0.195904436860068E-01   0.220937644455968E-03
  0.510008703220191E+02   0.196075085324232E-01   0.296426877124648E-02
  0.509565217391304E+02   0.196245733788396E-01   0.111953152919233E-01
  0.509122502172024E+02   0.196416382252560E-01   0.202567528995012E-01
  0.508680555555556E+02   0.196587030716724E-01   0.265077641889799E-01
  0.508239375542064E+02   0.196757679180887E-01   0.279990031496210E-01
  0.507798960138648E+02   0.196928327645051E-01   0.247965123108076E-01
  0.507359307359307E+02   0.197098976109215E-01   0.188374465800652E-01
  0.506920415224913E+02   0.197269624573379E-01   0.133629665792774E-01
  0.506482281763181E+02   0.197440273037543E-01   0.120670404588145E-01
  0.506044905008636E+02   0.197610921501707E-01   0.180552469142183E-01
  0.505608283002588E+02   0.197781569965870E-01   0.329323161779453E-01
  0.505172413793103E+02   0.197952218430034E-01   0.562312161875485E-01
  0.504737295434970E+02   0.198122866894198E-01   0.853450444734672E-01
  0.504302925989673E+02   0.198293515358362E-01   0.116050998772787E+00
  0.503869303525365E+02   0.198464163822526E-01   0.143599024533642E+00
  0.503436426116838E+02   0.198634812286689E-01   0.164081841028496E+00
  0.503004291845494E+02   0.198805460750853E-01   0.175659508981487E+00
  0.502572898799314E+02   0.198976109215017E-01   0.179541866831520E+00
  0.502142245072836E+02   0.199146757679181E-01   0.180024915296901E+00
  0.501712328767123E+02   0.199317406143345E-01   0.183750863169307E+00
  0.501283147989735E+02   0.199488054607509E-01   0.198039219717068E+00
  0.500854700854701E+02   0.199658703071672E-01   0.228769025664009E+00
  0.500426985482494E+02   0.199829351535836E-01   0.278266296700184E+00
  0.500000000000000E+02   0.200000000000000E-01   0.343808041547755E+00
  0.499573742540494E+02   0.200170648464164E-01   0.417366768983086E+00
  0.499148211243612E+02   0.200341296928328E-01   0.486591043075817E+00
  0.498723404255319E+02   0.200511945392491E-01   0.537353516676183E+00
  0.498299319727891E+02   0.200682593856655E-01   0.556943389209111E+00
  0.497875955819881E+02   0.200853242320819E-01   0.537478541206564E+00
  0.497453310696095E+02   0.201023890784983E-01   0.478291137605592E+00
  0.497031382527566E+02   0.201194539249147E-01   0.386917634140373E+00
  0.496610169491525E+02   0.201365187713311E-01   0.278001980699116E+00
  0.496189669771380E+02   0.201535836177474E-01   0.170354919259917E+00
  0.495769881556684E+02   0.201706484641638E-01   0.828056507638816E-01
  0.495350803043111E+02   0.201877133105802E-01   0.298515897474807E-01
  0.494932432432432E+02   0.202047781569966E-01   0.182527182300253E-01
  0.494514767932489E+02   0.202218430034130E-01   0.454669754722539E-01
  0.494097807757167E+02   0.202389078498294E-01   0.100468969430569E+00
  0.493681550126369E+02   0.202559726962457E-01   0.166640616445998E+00
  0.493265993265993E+02   0.202730375426621E-01   0.226081933194006E+00
  0.492851135407906E+02   0.202901023890785E-01   0.264181838244712E+00
  0.492436974789916E+02   0.203071672354949E-01   0.273000962388386E+00
  0.492023509655751E+02   0.203242320819113E-01   0.252945102529794E+00
  0.491610738255034E+02   0.203412969283276E-01   0.211937276254993E+00
  0.491198658843252E+02   0.203583617747440E-01   0.162713297618744E+00
  0.490787269681742E+02   0.203754266211604E-01   0.118850044073685E+00
  0.490376569037657E+02   0.203924914675768E-01   0.909742608004832E-01
  0.489966555183946E+02   0.204095563139932E-01   0.840110862137317E-01
  0.489557226399332E+02   0.204266211604096E-01   0.963154411484090E-01
  0.489148580968280E+02   0.204436860068259E-01   0.120842162458677E+00
  0.488740617180984E+02   0.204607508532423E-01   0.147763335584546E+00
  0.488333333333333E+02   0.204778156996587E-01   0.167700381511415E+00
  0.487926727726894E+02   0.204948805460751E-01   0.174538725708500E+00
  0.487520798668885E+02   0.205119453924915E-01   0.166948502794796E+00
  0.487115544472153E+02   0.205290102389079E-01   0.148299346338056E+00
  0.486710963455149E+02   0.205460750853242E-01   0.125107069490498E+00
  0.486307053941909E+02   0.205631399317406E-01   0.104690221080494E+00
  0.485903814262023E+02   0.205802047781570E-01   0.928100684677518E-01
  0.485501242750621E+02   0.205972696245734E-01   0.921363074876147E-01
  0.485099337748344E+02   0.206143344709898E-01   0.101902548817788E+00
  0.484698097601323E+02   0.206313993174061E-01   0.118727104231086E+00
  0.484297520661157E+02   0.206484641638225E-01   0.138234307875536E+00
  0.483897605284888E+02   0.206655290102389E-01   0.156760521274802E+00
  0.483498349834983E+02   0.206825938566553E-01   0.172473567028588E+00
  0.483099752679307E+02   0.206996587030717E-01   0.185666406759597E+00
  0.482701812191104E+02   0.207167235494881E-01   0.197984199642451E+00
  0.482304526748971E+02   0.207337883959044E-01   0.211262680370035E+00
  0.481907894736842E+02   0.207508532423208E-01   0.226150164953675E+00
  0.481511914543961E+02   0.207679180887372E-01   0.241353634940312E+00
  0.481116584564860E+02   0.207849829351536E-01   0.253752410995492E+00
  0.480721903199344E+02   0.208020477815700E-01   0.259240282219339E+00
  0.480327868852459E+02   0.208191126279863E-01   0.254249457622321E+00
  0.479934479934480E+02   0.208361774744027E-01   0.237059412398872E+00
  0.479541734860884E+02   0.208532423208191E-01   0.208702243572047E+00
  0.479149632052330E+02   0.208703071672355E-01   0.172975986728986E+00
  0.478758169934640E+02   0.208873720136519E-01   0.135442697135336E+00
  0.478367346938776E+02   0.209044368600683E-01   0.101944416664569E+00
  0.477977161500816E+02   0.209215017064846E-01   0.769655931340738E-01
  0.477587612061940E+02   0.209385665529010E-01   0.624155120921531E-01
  0.477198697068404E+02   0.209556313993174E-01   0.572971420336163E-01
  0.476810414971522E+02   0.209726962457338E-01   0.582482005586101E-01
  0.476422764227642E+02   0.209897610921502E-01   0.608553829585207E-01
  0.476035743298132E+02   0.210068259385666E-01   0.612141958710565E-01
  0.475649350649351E+02   0.210238907849829E-01   0.572907453273293E-01
  0.475263584752636E+02   0.210409556313993E-01   0.496136329703141E-01
  0.474878444084279E+02   0.210580204778157E-01   0.410900259331428E-01
  0.474493927125506E+02   0.210750853242321E-01   0.360545549997345E-01
  0.474110032362460E+02   0.210921501706485E-01   0.387848485214668E-01
  0.473726758286176E+02   0.211092150170648E-01   0.520408242443099E-01
  0.473344103392569E+02   0.211262798634812E-01   0.759983881351807E-01
  0.472962066182405E+02   0.211433447098976E-01   0.107834489916937E+00
  0.472580645161290E+02   0.211604095563140E-01   0.142259149269967E+00
  0.472199838839645E+02   0.211774744027304E-01   0.172647267422962E+00
  0.471819645732689E+02   0.211945392491468E-01   0.192558024093118E+00
  0.471440064360418E+02   0.212116040955631E-01   0.197404927982067E+00
  0.471061093247588E+02   0.212286689419795E-01   0.185520486773809E+00
  0.470682730923695E+02   0.212457337883959E-01   0.158708355169871E+00
  0.470304975922953E+02   0.212627986348123E-01   0.121979071119543E+00
  0.469927826784282E+02   0.212798634812287E-01   0.824673586136718E-01
  0.469551282051282E+02   0.212969283276451E-01   0.478936790000070E-01
  0.469175340272218E+02   0.213139931740614E-01   0.248442175527283E-01
  0.468800000000000E+02   0.213310580204778E-01   0.172251945890999E-01
  0.468425259792166E+02   0.213481228668942E-01   0.253778600919026E-01
  0.468051118210863E+02   0.213651877133106E-01   0.459800262598654E-01
  0.467677573822825E+02   0.213822525597270E-01   0.728755490177307E-01
  0.467304625199362E+02   0.213993174061433E-01   0.986240118516860E-01
  0.466932270916335E+02   0.214163822525597E-01   0.116413984738466E+00
  0.466560509554140E+02   0.214334470989761E-01   0.121840850200957E+00
  0.466189339697693E+02   0.214505119453925E-01   0.114029151199576E+00
  0.465818759936407E+02   0.214675767918089E-01   0.958400958376811E-01
  0.465448768864178E+02   0.214846416382253E-01   0.729131310193280E-01
  0.465079365079365E+02   0.215017064846416E-01   0.520055352773725E-01
  0.464710547184774E+02   0.215187713310580E-01   0.388746752631388E-01
  0.464342313787639E+02   0.215358361774744E-01   0.365006068263437E-01
  0.463974663499604E+02   0.215529010238908E-01   0.441685255571796E-01
  0.463607594936709E+02   0.215699658703072E-01   0.577379400792888E-01
  0.463241106719368E+02   0.215870307167235E-01   0.710083227846361E-01
  0.462875197472354E+02   0.216040955631399E-01   0.778721145339204E-01
  0.462509865824783E+02   0.216211604095563E-01   0.744271842574887E-01
  0.462145110410095E+02   0.216382252559727E-01   0.604257126818018E-01
  0.461780929866036E+02   0.216552901023891E-01   0.395570834581679E-01
  0.461417322834646E+02   0.216723549488055E-01   0.183137961075165E-01
  0.461054287962234E+02   0.216894197952218E-01   0.389940949121580E-02
  0.460691823899371E+02   0.217064846416382E-01   0.176515975129564E-02
  0.460329929300864E+02   0.217235494880546E-01   0.136455244706379E-01
  0.459968602825746E+02   0.217406143344710E-01   0.367688450228111E-01
  0.459607843137255E+02   0.217576791808874E-01   0.645786680543309E-01
  0.459247648902821E+02   0.217747440273038E-01   0.887347780411343E-01
  0.458888018794049E+02   0.217918088737201E-01   0.101827740077726E+00
  0.458528951486698E+02   0.218088737201365E-01   0.998469853401483E-01
  0.458170445660672E+02   0.218259385665529E-01   0.836380761880956E-01
  0.457812500000000E+02   0.218430034129693E-01   0.587665758273225E-01
  0.457455113192818E+02   0.218600682593857E-01   0.338906571924934E-01
  0.457098283931357E+02   0.218771331058021E-01   0.180457323114092E-01
  0.456742010911925E+02   0.218941979522184E-01   0.178073684858400E-01
  0.456386292834891E+02   0.219112627986348E-01   0.351812315059720E-01
  0.456031128404669E+02   0.219283276450512E-01   0.669178664984319E-01
  0.455676516329705E+02   0.219453924914676E-01   0.105468669911306E+00
  0.455322455322455E+02   0.219624573378840E-01   0.141183931644083E+00
  0.454968944099379E+02   0.219795221843003E-01   0.165177236653915E+00
  0.454615981380915E+02   0.219965870307167E-01   0.171773383700299E+00
  0.454263565891473E+02   0.220136518771331E-01   0.159980560817705E+00
  0.453911696359411E+02   0.220307167235495E-01   0.133483757856689E+00
  0.453560371517028E+02   0.220477815699659E-01   0.993411147599258E-01
  0.453209590100541E+02   0.220648464163823E-01   0.658619149442762E-01
  0.452859350850077E+02   0.220819112627986E-01   0.403686691681467E-01
  0.452509652509653E+02   0.220989761092150E-01   0.275566300204389E-01
  0.452160493827161E+02   0.221160409556314E-01   0.287825993703677E-01
  0.451811873554356E+02   0.221331058020478E-01   0.423994661769872E-01
  0.451463790446841E+02   0.221501706484642E-01   0.647683665321439E-01
  0.451116243264049E+02   0.221672354948805E-01   0.915198394536393E-01
  0.450769230769231E+02   0.221843003412969E-01   0.118617605023970E+00
  0.450422751729439E+02   0.222013651877133E-01   0.142902804501341E+00
  0.450076804915515E+02   0.222184300341297E-01   0.162180208597081E+00
  0.449731389102072E+02   0.222354948805461E-01   0.174942778810474E+00
  0.449386503067485E+02   0.222525597269625E-01   0.180167016470231E+00
  0.449042145593870E+02   0.222696245733788E-01   0.177282486330504E+00
  0.448698315467075E+02   0.222866894197952E-01   0.166432209707022E+00
  0.448355011476664E+02   0.223037542662116E-01   0.148810852335336E+00
  0.448012232415902E+02   0.223208191126280E-01   0.126888540686667E+00
  0.447669977081742E+02   0.223378839590444E-01   0.104159351065593E+00
  0.447328244274809E+02   0.223549488054607E-01   0.844304119570014E-01
  0.446987032799390E+02   0.223720136518771E-01   0.707381200899745E-01
  0.446646341463415E+02   0.223890784982935E-01   0.642871638986573E-01
  0.446306169078446E+02   0.224061433447099E-01   0.638445068110783E-01
  0.445966514459665E+02   0.224232081911263E-01   0.659888455438366E-01
  0.445627376425856E+02   0.224402730375427E-01   0.661872827065217E-01
  0.445288753799392E+02   0.224573378839590E-01   0.605271780340228E-01
  0.444950645406226E+02   0.224744027303754E-01   0.474847898807920E-01
