#
#    Period, Days, T      Frequency, 1/Days, v      Periodogram, I(v)
#
  0.651111111111111E+03   0.153583617747440E-02   0.212441520583931E+07
  0.643956043956044E+03   0.155290102389078E-02   0.211397622918855E+07
  0.636956521739130E+03   0.156996587030717E-02   0.208788532717106E+07
  0.630107526881720E+03   0.158703071672355E-02   0.205940656699177E+07
  0.623404255319149E+03   0.160409556313993E-02   0.204220958802748E+07
  0.616842105263158E+03   0.162116040955631E-02   0.204759501925760E+07
  0.610416666666667E+03   0.163822525597270E-02   0.208242278139193E+07
  0.604123711340206E+03   0.165529010238908E-02   0.214776306514331E+07
  0.597959183673469E+03   0.167235494880546E-02   0.223873342088931E+07
  0.591919191919192E+03   0.168941979522184E-02   0.234485848991668E+07
  0.586000000000000E+03   0.170648464163823E-02   0.245177449348790E+07
  0.580198019801980E+03   0.172354948805461E-02   0.254320228814439E+07
  0.574509803921569E+03   0.174061433447099E-02   0.260347797084162E+07
  0.568932038834951E+03   0.175767918088737E-02   0.262011484225665E+07
  0.563461538461538E+03   0.177474402730375E-02   0.258603137657162E+07
  0.558095238095238E+03   0.179180887372014E-02   0.250112449859085E+07
  0.552830188679245E+03   0.180887372013652E-02   0.237276355170280E+07
  0.547663551401869E+03   0.182593856655290E-02   0.221508313005717E+07
  0.542592592592593E+03   0.184300341296928E-02   0.204702459096094E+07
  0.537614678899083E+03   0.186006825938567E-02   0.188942303798378E+07
  0.532727272727273E+03   0.187713310580205E-02   0.176168080582624E+07
  0.527927927927928E+03   0.189419795221843E-02   0.167849101822573E+07
  0.523214285714286E+03   0.191126279863481E-02   0.164743448501175E+07
  0.518584070796460E+03   0.192832764505119E-02   0.166772921959997E+07
  0.514035087719298E+03   0.194539249146758E-02   0.173067120134732E+07
  0.509565217391304E+03   0.196245733788396E-02   0.182125717805728E+07
  0.505172413793103E+03   0.197952218430034E-02   0.192112987055790E+07
  0.500854700854701E+03   0.199658703071672E-02   0.201180269325176E+07
  0.496610169491525E+03   0.201365187713311E-02   0.207786665009220E+07
  0.492436974789916E+03   0.203071672354949E-02   0.210935479071618E+07
  0.488333333333333E+03   0.204778156996587E-02   0.210305177249225E+07
  0.484297520661157E+03   0.206484641638225E-02   0.206251236095847E+07
  0.480327868852459E+03   0.208191126279863E-02   0.199694228546241E+07
  0.476422764227642E+03   0.209897610921502E-02   0.191922629252718E+07
  0.472580645161290E+03   0.211604095563140E-02   0.184357081801753E+07
  0.468800000000000E+03   0.213310580204778E-02   0.178295188172116E+07
  0.465079365079365E+03   0.215017064846416E-02   0.174726136326588E+07
  0.461417322834646E+03   0.216723549488055E-02   0.174164290079324E+07
  0.457812500000000E+03   0.218430034129693E-02   0.176589903956449E+07
  0.454263565891473E+03   0.220136518771331E-02   0.181465024305973E+07
  0.450769230769231E+03   0.221843003412969E-02   0.187826995637478E+07
  0.447328244274809E+03   0.223549488054608E-02   0.194453849449330E+07
  0.443939393939394E+03   0.225255972696246E-02   0.200072689219554E+07
  0.440601503759398E+03   0.226962457337884E-02   0.203585318352434E+07
  0.437313432835821E+03   0.228668941979522E-02   0.204276454156011E+07
  0.434074074074074E+03   0.230375426621160E-02   0.201956845950011E+07
  0.430882352941176E+03   0.232081911262799E-02   0.197023563883776E+07
  0.427737226277372E+03   0.233788395904437E-02   0.190415587381871E+07
  0.424637681159420E+03   0.235494880546075E-02   0.183440725026701E+07
  0.421582733812950E+03   0.237201365187713E-02   0.177550641400858E+07
  0.418571428571429E+03   0.238907849829352E-02   0.174060233802255E+07
  0.415602836879433E+03   0.240614334470990E-02   0.173874858681754E+07
  0.412676056338028E+03   0.242320819112628E-02   0.177316458252512E+07
  0.409790209790210E+03   0.244027303754266E-02   0.184037492930200E+07
  0.406944444444444E+03   0.245733788395904E-02   0.193078408652189E+07
  0.404137931034483E+03   0.247440273037543E-02   0.203046246905060E+07
  0.401369863013699E+03   0.249146757679181E-02   0.212359365825255E+07
  0.398639455782313E+03   0.250853242320819E-02   0.219539546813689E+07
  0.395945945945946E+03   0.252559726962457E-02   0.223467325394967E+07
  0.393288590604027E+03   0.254266211604096E-02   0.223558856208988E+07
  0.390666666666667E+03   0.255972696245734E-02   0.219843181698543E+07
  0.388079470198675E+03   0.257679180887372E-02   0.212932952751876E+07
  0.385526315789474E+03   0.259385665529010E-02   0.203899483313352E+07
  0.383006535947712E+03   0.261092150170648E-02   0.194091890255226E+07
  0.380519480519481E+03   0.262798634812287E-02   0.184932279927246E+07
  0.378064516129032E+03   0.264505119453925E-02   0.177713985905873E+07
  0.375641025641026E+03   0.266211604095563E-02   0.173435477163467E+07
  0.373248407643312E+03   0.267918088737201E-02   0.172689697680001E+07
  0.370886075949367E+03   0.269624573378840E-02   0.175588517830369E+07
  0.368553459119497E+03   0.271331058020478E-02   0.181759187455028E+07
  0.366250000000000E+03   0.273037542662116E-02   0.190374551127804E+07
  0.363975155279503E+03   0.274744027303754E-02   0.200270432522565E+07
  0.361728395061728E+03   0.276450511945392E-02   0.210070586555727E+07
  0.359509202453988E+03   0.278156996587031E-02   0.218375510910514E+07
  0.357317073170732E+03   0.279863481228669E-02   0.223947607551821E+07
  0.355151515151515E+03   0.281569965870307E-02   0.225896946979236E+07
  0.353012048192771E+03   0.283276450511945E-02   0.223808343219250E+07
  0.350898203592814E+03   0.284982935153584E-02   0.217800821753800E+07
  0.348809523809524E+03   0.286689419795222E-02   0.208489203587488E+07
  0.346745562130177E+03   0.288395904436860E-02   0.196860218452139E+07
  0.344705882352941E+03   0.290102389078498E-02   0.184083344806768E+07
  0.342690058479532E+03   0.291808873720137E-02   0.171273530411067E+07
  0.340697674418605E+03   0.293515358361775E-02   0.159302377054586E+07
  0.338728323699422E+03   0.295221843003413E-02   0.148651138985309E+07
  0.336781609195402E+03   0.296928327645051E-02   0.139363483224235E+07
  0.334857142857143E+03   0.298634812286689E-02   0.131100467639628E+07
  0.332954545454545E+03   0.300341296928328E-02   0.123273293095579E+07
  0.331073446327684E+03   0.302047781569966E-02   0.115231987496406E+07
  0.329213483146067E+03   0.303754266211604E-02   0.106438680940164E+07
  0.327374301675978E+03   0.305460750853242E-02   0.966133507504118E+06
  0.325555555555556E+03   0.307167235494881E-02   0.858123114788651E+06
  0.323756906077348E+03   0.308873720136519E-02   0.744087565967784E+06
  0.321978021978022E+03   0.310580204778157E-02   0.630293442642512E+06
  0.320218579234973E+03   0.312286689419795E-02   0.524276298711567E+06
  0.318478260869565E+03   0.313993174061433E-02   0.433632829878396E+06
  0.316756756756757E+03   0.315699658703072E-02   0.364802367465203E+06
  0.315053763440860E+03   0.317406143344710E-02   0.322323661148790E+06
  0.313368983957219E+03   0.319112627986348E-02   0.308313305056779E+06
  0.311702127659574E+03   0.320819112627986E-02   0.322388250359134E+06
  0.310052910052910E+03   0.322525597269625E-02   0.361789381799464E+06
  0.308421052631579E+03   0.324232081911263E-02   0.421663349638946E+06
  0.306806282722513E+03   0.325938566552901E-02   0.495480226765752E+06
  0.305208333333333E+03   0.327645051194539E-02   0.575576970489493E+06
  0.303626943005181E+03   0.329351535836178E-02   0.653824668417137E+06
  0.302061855670103E+03   0.331058020477816E-02   0.722447875046894E+06
  0.300512820512820E+03   0.332764505119454E-02   0.774943495558848E+06
  0.298979591836735E+03   0.334470989761092E-02   0.806903379832091E+06
  0.297461928934010E+03   0.336177474402730E-02   0.816663948506623E+06
  0.295959595959596E+03   0.337883959044369E-02   0.805486095684027E+06
  0.294472361809045E+03   0.339590443686007E-02   0.777301459105581E+06
  0.293000000000000E+03   0.341296928327645E-02   0.737896092762853E+06
  0.291542288557214E+03   0.343003412969283E-02   0.693742945473072E+06
  0.290099009900990E+03   0.344709897610922E-02   0.650720085122242E+06
  0.288669950738916E+03   0.346416382252560E-02   0.613000619947914E+06
  0.287254901960784E+03   0.348122866894198E-02   0.582356779800940E+06
  0.285853658536585E+03   0.349829351535836E-02   0.558075511722942E+06
  0.284466019417476E+03   0.351535836177474E-02   0.537418927616159E+06
  0.283091787439613E+03   0.353242320819113E-02   0.516596270170109E+06
  0.281730769230769E+03   0.354948805460751E-02   0.491823968762767E+06
  0.280382775119617E+03   0.356655290102389E-02   0.460358929549032E+06
  0.279047619047619E+03   0.358361774744027E-02   0.421168817401376E+06
  0.277725118483412E+03   0.360068259385666E-02   0.375142332947981E+06
  0.276415094339623E+03   0.361774744027304E-02   0.324850539987723E+06
  0.275117370892019E+03   0.363481228668942E-02   0.273955630582866E+06
  0.273831775700935E+03   0.365187713310580E-02   0.226478350283781E+06
  0.272558139534884E+03   0.366894197952218E-02   0.186103405664870E+06
  0.271296296296296E+03   0.368600682593857E-02   0.155652654300532E+06
  0.270046082949309E+03   0.370307167235495E-02   0.136802015260998E+06
  0.268807339449541E+03   0.372013651877133E-02   0.129989585451516E+06
  0.267579908675799E+03   0.373720136518771E-02   0.134525089837980E+06
  0.266363636363636E+03   0.375426621160410E-02   0.148724952565584E+06
  0.265158371040724E+03   0.377133105802048E-02   0.170120982593497E+06
  0.263963963963964E+03   0.378839590443686E-02   0.195638835984834E+06
  0.262780269058296E+03   0.380546075085324E-02   0.221864659847672E+06
  0.261607142857143E+03   0.382252559726963E-02   0.245291885185924E+06
  0.260444444444444E+03   0.383959044368601E-02   0.262740829977837E+06
  0.259292035398230E+03   0.385665529010239E-02   0.271728782099185E+06
  0.258149779735683E+03   0.387372013651877E-02   0.270839872763564E+06
  0.257017543859649E+03   0.389078498293515E-02   0.259974276392705E+06
  0.255895196506550E+03   0.390784982935154E-02   0.240370451651828E+06
  0.254782608695652E+03   0.392491467576792E-02   0.214391849440482E+06
  0.253679653679654E+03   0.394197952218430E-02   0.185095663980998E+06
  0.252586206896552E+03   0.395904436860068E-02   0.155726935438309E+06
  0.251502145922747E+03   0.397610921501707E-02   0.129090857199037E+06
  0.250427350427350E+03   0.399317406143345E-02   0.107239147191716E+06
  0.249361702127660E+03   0.401023890784983E-02   0.912396641436926E+05
  0.248305084745763E+03   0.402730375426621E-02   0.812361050227716E+05
  0.247257383966245E+03   0.404436860068259E-02   0.766705867040010E+05
  0.246218487394958E+03   0.406143344709898E-02   0.766109890743874E+05
  0.245188284518828E+03   0.407849829351536E-02   0.800338014918872E+05
  0.244166666666667E+03   0.409556313993174E-02   0.860031868506423E+05
  0.243153526970954E+03   0.411262798634812E-02   0.936953602912714E+05
  0.242148760330578E+03   0.412969283276451E-02   0.102311386776895E+06
  0.241152263374486E+03   0.414675767918089E-02   0.111005505342160E+06
  0.240163934426229E+03   0.416382252559727E-02   0.118773555496283E+06
  0.239183673469388E+03   0.418088737201365E-02   0.124533576659828E+06
  0.238211382113821E+03   0.419795221843003E-02   0.127275262322321E+06
  0.237246963562753E+03   0.421501706484642E-02   0.126305013463732E+06
  0.236290322580645E+03   0.423208191126280E-02   0.121466932866979E+06
  0.235341365461847E+03   0.424914675767918E-02   0.113273512815829E+06
  0.234400000000000E+03   0.426621160409556E-02   0.102875765588848E+06
  0.233466135458167E+03   0.428327645051195E-02   0.918432529075845E+05
  0.232539682539683E+03   0.430034129692833E-02   0.818658918191688E+05
  0.231620553359684E+03   0.431740614334471E-02   0.743934299316131E+05
  0.230708661417323E+03   0.433447098976109E-02   0.703511290763429E+05
  0.229803921568627E+03   0.435153583617747E-02   0.699983567227583E+05
  0.228906250000000E+03   0.436860068259386E-02   0.729446531542543E+05
  0.228015564202335E+03   0.438566552901024E-02   0.782997627706800E+05
  0.227131782945736E+03   0.440273037542662E-02   0.848961647077845E+05
  0.226254826254826E+03   0.441979522184300E-02   0.914989104899408E+05
  0.225384615384615E+03   0.443686006825939E-02   0.969557520558314E+05
  0.224521072796935E+03   0.445392491467577E-02   0.100281813141831E+06
  0.223664122137405E+03   0.447098976109215E-02   0.100664482517937E+06
  0.222813688212928E+03   0.448805460750853E-02   0.975113944644572E+05
  0.221969696969697E+03   0.450511945392492E-02   0.904983837076583E+05
  0.221132075471698E+03   0.452218430034130E-02   0.796957839558236E+05
  0.220300751879699E+03   0.453924914675768E-02   0.657586330052829E+05
  0.219475655430712E+03   0.455631399317406E-02   0.500190427589010E+05
  0.218656716417910E+03   0.457337883959044E-02   0.344993064937535E+05
  0.217843866171004E+03   0.459044368600683E-02   0.217314813315749E+05
  0.217037037037037E+03   0.460750853242321E-02   0.143769139878910E+05
  0.216236162361624E+03   0.462457337883959E-02   0.147057540790563E+05
  0.215441176470588E+03   0.464163822525597E-02   0.240567593144431E+05
  0.214652014652015E+03   0.465870307167235E-02   0.424202280700566E+05
  0.213868613138686E+03   0.467576791808874E-02   0.682798180076985E+05
  0.213090909090909E+03   0.469283276450512E-02   0.987873960839014E+05
  0.212318840579710E+03   0.470989761092150E-02   0.130247067337955E+06
  0.211552346570397E+03   0.472696245733788E-02   0.158841948343690E+06
  0.210791366906475E+03   0.474402730375427E-02   0.181337963915196E+06
  0.210035842293907E+03   0.476109215017065E-02   0.195735657429721E+06
  0.209285714285714E+03   0.477815699658703E-02   0.201570404296057E+06
  0.208540925266904E+03   0.479522184300341E-02   0.199875533964999E+06
  0.207801418439716E+03   0.481228668941980E-02   0.192830291419258E+06
  0.207067137809187E+03   0.482935153583618E-02   0.183121340616349E+06
  0.206338028169014E+03   0.484641638225256E-02   0.173363721870393E+06
  0.205614035087719E+03   0.486348122866894E-02   0.165487930265044E+06
  0.204895104895105E+03   0.488054607508532E-02   0.160447042499143E+06
  0.204181184668990E+03   0.489761092150171E-02   0.158146677416020E+06
  0.203472222222222E+03   0.491467576791809E-02   0.157627781106554E+06
  0.202768166089965E+03   0.493174061433447E-02   0.157383973689467E+06
  0.202068965517241E+03   0.494880546075085E-02   0.155803138582190E+06
  0.201374570446735E+03   0.496587030716724E-02   0.151451616013399E+06
  0.200684931506849E+03   0.498293515358362E-02   0.143347936879486E+06
  0.200000000000000E+03   0.500000000000000E-02   0.131085593410954E+06
  0.199319727891156E+03   0.501706484641638E-02   0.114850097471998E+06
  0.198644067796610E+03   0.503412969283276E-02   0.954102782798390E+05
  0.197972972972973E+03   0.505119453924915E-02   0.740524228102424E+05
  0.197306397306397E+03   0.506825938566553E-02   0.524794628715543E+05
  0.196644295302013E+03   0.508532423208191E-02   0.327130429353808E+05
  0.195986622073579E+03   0.510238907849829E-02   0.168714235044754E+05
  0.195333333333333E+03   0.511945392491468E-02   0.691305028699174E+04
  0.194684385382060E+03   0.513651877133106E-02   0.431075313305033E+04
  0.194039735099338E+03   0.515358361774744E-02   0.972929002450603E+04
  0.193399339933993E+03   0.517064846416382E-02   0.227716905636663E+05
  0.192763157894737E+03   0.518771331058020E-02   0.419000016121555E+05
  0.192131147540984E+03   0.520477815699659E-02   0.645791073632199E+05
  0.191503267973856E+03   0.522184300341297E-02   0.876315108135971E+05
  0.190879478827362E+03   0.523890784982935E-02   0.107784037849908E+06
  0.190259740259740E+03   0.525597269624573E-02   0.122266385887504E+06
  0.189644012944984E+03   0.527303754266212E-02   0.129346790558581E+06
  0.189032258064516E+03   0.529010238907850E-02   0.128662961708784E+06
  0.188424437299035E+03   0.530716723549488E-02   0.121262005966383E+06
  0.187820512820513E+03   0.532423208191126E-02   0.109354925807320E+06
  0.187220447284345E+03   0.534129692832765E-02   0.957937611004558E+05
  0.186624203821656E+03   0.535836177474403E-02   0.834728917781712E+05
  0.186031746031746E+03   0.537542662116041E-02   0.746719242909695E+05
  0.185443037974684E+03   0.539249146757679E-02   0.706356438663519E+05
  0.184858044164038E+03   0.540955631399317E-02   0.713477094562853E+05
  0.184276729559748E+03   0.542662116040956E-02   0.756418735275810E+05
  0.183699059561129E+03   0.544368600682594E-02   0.815102935087699E+05
  0.183125000000000E+03   0.546075085324232E-02   0.866387464085480E+05
  0.182554517133956E+03   0.547781569965870E-02   0.889539757845893E+05
  0.181987577639752E+03   0.549488054607509E-02   0.871028730243625E+05
  0.181424148606811E+03   0.551194539249147E-02   0.807783357719242E+05
  0.180864197530864E+03   0.552901023890785E-02   0.708089218881024E+05
  0.180307692307692E+03   0.554607508532423E-02   0.589666807301494E+05
  0.179754601226994E+03   0.556313993174061E-02   0.476754928942965E+05
  0.179204892966361E+03   0.558020477815700E-02   0.395009355993227E+05
  0.178658536585366E+03   0.559726962457338E-02   0.366536004710058E+05
  0.178115501519757E+03   0.561433447098976E-02   0.405376027661387E+05
  0.177575757575758E+03   0.563139931740614E-02   0.514529696740996E+05
  0.177039274924471E+03   0.564846416382253E-02   0.684723957651215E+05
  0.176506024096386E+03   0.566552901023891E-02   0.895674948013499E+05
  0.175975975975976E+03   0.568259385665529E-02   0.111912850128400E+06
  0.175449101796407E+03   0.569965870307167E-02   0.132365797751188E+06
  0.174925373134328E+03   0.571672354948805E-02   0.147963633277071E+06
  0.174404761904762E+03   0.573378839590444E-02   0.156477773837484E+06
  0.173887240356083E+03   0.575085324232082E-02   0.156762445060927E+06
  0.173372781065089E+03   0.576791808873720E-02   0.148956531116742E+06
  0.172861356932153E+03   0.578498293515358E-02   0.134472626515473E+06
  0.172352941176471E+03   0.580204778156997E-02   0.115753078442051E+06
  0.171847507331378E+03   0.581911262798635E-02   0.958245549659180E+05
  0.171345029239766E+03   0.583617747440273E-02   0.778364654978156E+05
  0.170845481049563E+03   0.585324232081911E-02   0.645338995917110E+05
  0.170348837209302E+03   0.587030716723549E-02   0.578546663381678E+05
  0.169855072463768E+03   0.588737201365188E-02   0.586228795478905E+05
  0.169364161849711E+03   0.590443686006826E-02   0.664858211467521E+05
  0.168876080691643E+03   0.592150170648464E-02   0.799751947072819E+05
  0.168390804597701E+03   0.593856655290102E-02   0.967607085014909E+05
  0.167908309455587E+03   0.595563139931741E-02   0.113999274922876E+06
  0.167428571428571E+03   0.597269624573379E-02   0.128782843134304E+06
  0.166951566951567E+03   0.598976109215017E-02   0.138554517412648E+06
  0.166477272727273E+03   0.600682593856655E-02   0.141527343650948E+06
  0.166005665722380E+03   0.602389078498294E-02   0.136983320414773E+06
  0.165536723163842E+03   0.604095563139932E-02   0.125423112395491E+06
  0.165070422535211E+03   0.605802047781570E-02   0.108541183974695E+06
  0.164606741573034E+03   0.607508532423208E-02   0.889899398302957E+05
  0.164145658263305E+03   0.609215017064846E-02   0.699572737269241E+05
  0.163687150837989E+03   0.610921501706485E-02   0.546109506106913E+05
  0.163231197771588E+03   0.612627986348123E-02   0.455112184105322E+05
  0.162777777777778E+03   0.614334470989761E-02   0.441091873130075E+05
  0.162326869806094E+03   0.616040955631399E-02   0.504425042200954E+05
  0.161878453038674E+03   0.617747440273038E-02   0.631241659047851E+05
  0.161432506887052E+03   0.619453924914676E-02   0.796431488976553E+05
  0.160989010989011E+03   0.621160409556314E-02   0.969669645672093E+05
  0.160547945205479E+03   0.622866894197952E-02   0.112249249920304E+06
  0.160109289617486E+03   0.624573378839590E-02   0.123560235269223E+06
  0.159673024523161E+03   0.626279863481229E-02   0.130426634545631E+06
  0.159239130434783E+03   0.627986348122867E-02   0.133991367849443E+06
  0.158807588075881E+03   0.629692832764505E-02   0.136876808224346E+06
  0.158378378378378E+03   0.631399317406143E-02   0.142540331658839E+06
  0.157951482479784E+03   0.633105802047782E-02   0.154540396025610E+06
  0.157526881720430E+03   0.634812286689420E-02   0.175640130389016E+06
  0.157104557640751E+03   0.636518771331058E-02   0.207094164622547E+06
  0.156684491978610E+03   0.638225255972696E-02   0.248228249790448E+06
  0.156266666666667E+03   0.639931740614334E-02   0.296416182142147E+06
  0.155851063829787E+03   0.641638225255973E-02   0.347433277373448E+06
  0.155437665782493E+03   0.643344709897611E-02   0.396170711740303E+06
  0.155026455026455E+03   0.645051194539249E-02   0.437352032027797E+06
  0.154617414248021E+03   0.646757679180887E-02   0.466432984213548E+06
  0.154210526315789E+03   0.648464163822526E-02   0.480208066942061E+06
  0.153805774278215E+03   0.650170648464164E-02   0.477217714377207E+06
  0.153403141361257E+03   0.651877133105802E-02   0.457886558819076E+06
  0.153002610966057E+03   0.653583617747440E-02   0.424392725903553E+06
  0.152604166666667E+03   0.655290102389079E-02   0.380355499682500E+06
  0.152207792207792E+03   0.656996587030717E-02   0.330363629409370E+06
  0.151813471502591E+03   0.658703071672355E-02   0.279455103896230E+06
  0.151421188630491E+03   0.660409556313993E-02   0.232561164447156E+06
  0.151030927835052E+03   0.662116040955632E-02   0.193962095316061E+06
  0.150642673521851E+03   0.663822525597270E-02   0.166771903997074E+06
  0.150256410256410E+03   0.665529010238908E-02   0.152630669481083E+06
  0.149872122762148E+03   0.667235494880546E-02   0.151435495164146E+06
  0.149489795918367E+03   0.668941979522184E-02   0.161421337398983E+06
  0.149109414758270E+03   0.670648464163823E-02   0.179453568442507E+06
  0.148730964467005E+03   0.672354948805461E-02   0.201559988236196E+06
  0.148354430379747E+03   0.674061433447099E-02   0.223707080139771E+06
  0.147979797979798E+03   0.675767918088737E-02   0.242552632282232E+06
  0.147607052896725E+03   0.677474402730375E-02   0.256146152367164E+06
  0.147236180904523E+03   0.679180887372014E-02   0.264336261791142E+06
  0.146867167919799E+03   0.680887372013652E-02   0.268821442839127E+06
  0.146500000000000E+03   0.682593856655290E-02   0.272732257438756E+06
  0.146134663341646E+03   0.684300341296928E-02   0.279992265634976E+06
  0.145771144278607E+03   0.686006825938567E-02   0.294313422426079E+06
  0.145409429280397E+03   0.687713310580205E-02   0.318308801000102E+06
  0.145049504950495E+03   0.689419795221843E-02   0.352759514116629E+06
  0.144691358024691E+03   0.691126279863481E-02   0.396251747030017E+06
  0.144334975369458E+03   0.692832764505119E-02   0.445233849908678E+06
  0.143980343980344E+03   0.694539249146758E-02   0.494567372270118E+06
  0.143627450980392E+03   0.696245733788396E-02   0.538314368150592E+06
  0.143276283618582E+03   0.697952218430034E-02   0.570729353518173E+06
