#
#    Period, Days, T      Frequency, 1/Days, v      Periodogram, I(v)
#
  0.509122502172024E+02   0.196416382252560E-01   0.150891771484612E+05
  0.508680555555556E+02   0.196587030716724E-01   0.100383619001030E+05
  0.508239375542064E+02   0.196757679180887E-01   0.672452266911434E+04
  0.507798960138648E+02   0.196928327645051E-01   0.493671358987505E+04
  0.507359307359307E+02   0.197098976109215E-01   0.431406162170212E+04
  0.506920415224913E+02   0.197269624573379E-01   0.439694993328996E+04
  0.506482281763181E+02   0.197440273037543E-01   0.471288619237024E+04
  0.506044905008636E+02   0.197610921501707E-01   0.488623360792150E+04
  0.505608283002588E+02   0.197781569965870E-01   0.472595435714270E+04
  0.505172413793103E+02   0.197952218430034E-01   0.426843095809334E+04
  0.504737295434970E+02   0.198122866894198E-01   0.374776211199204E+04
  0.504302925989673E+02   0.198293515358362E-01   0.350094945573754E+04
  0.503869303525365E+02   0.198464163822526E-01   0.384143903480936E+04
  0.503436426116838E+02   0.198634812286689E-01   0.493610017681606E+04
  0.503004291845494E+02   0.198805460750853E-01   0.674533665885015E+04
  0.502572898799314E+02   0.198976109215017E-01   0.902857954698390E+04
  0.502142245072836E+02   0.199146757679181E-01   0.114345422138612E+05
  0.501712328767123E+02   0.199317406143345E-01   0.136319022836289E+05
  0.501283147989735E+02   0.199488054607509E-01   0.154254340576253E+05
  0.500854700854701E+02   0.199658703071672E-01   0.168243978693581E+05
  0.500426985482494E+02   0.199829351535836E-01   0.180192575336534E+05
  0.500000000000000E+02   0.200000000000000E-01   0.192777162401494E+05
  0.499573742540494E+02   0.200170648464164E-01   0.207936407570613E+05
  0.499148211243612E+02   0.200341296928328E-01   0.225653659429495E+05
  0.498723404255319E+02   0.200511945392491E-01   0.243055448436768E+05
  0.498299319727891E+02   0.200682593856655E-01   0.255110518984584E+05
  0.497875955819881E+02   0.200853242320819E-01   0.256013270485429E+05
  0.497453310696095E+02   0.201023890784983E-01   0.241254782453557E+05
  0.497031382527566E+02   0.201194539249147E-01   0.209820738117855E+05
  0.496610169491525E+02   0.201365187713311E-01   0.165212854478837E+05
  0.496189669771380E+02   0.201535836177474E-01   0.115560071611093E+05
  0.495769881556684E+02   0.201706484641638E-01   0.718737623694492E+04
  0.495350803043111E+02   0.201877133105802E-01   0.454232579166189E+04
  0.494932432432432E+02   0.202047781569966E-01   0.448061959752161E+04
  0.494514767932489E+02   0.202218430034130E-01   0.734321477756284E+04
  0.494097807757167E+02   0.202389078498294E-01   0.128428819548198E+05
  0.493681550126369E+02   0.202559726962457E-01   0.201193813816745E+05
  0.493265993265993E+02   0.202730375426621E-01   0.279468558395941E+05
  0.492851135407906E+02   0.202901023890785E-01   0.350330279299317E+05
  0.492436974789916E+02   0.203071672354949E-01   0.403212061537446E+05
  0.492023509655751E+02   0.203242320819113E-01   0.432185289594020E+05
  0.491610738255034E+02   0.203412969283276E-01   0.436834938599224E+05
  0.491198658843252E+02   0.203583617747440E-01   0.421807569929846E+05
  0.490787269681742E+02   0.203754266211604E-01   0.395211528234929E+05
  0.490376569037657E+02   0.203924914675768E-01   0.366703943507087E+05
  0.489966555183946E+02   0.204095563139932E-01   0.345799999903990E+05
  0.489557226399332E+02   0.204266211604096E-01   0.340870641977744E+05
  0.489148580968280E+02   0.204436860068259E-01   0.359066421252665E+05
  0.488740617180984E+02   0.204607508532423E-01   0.406712067073759E+05
  0.488333333333333E+02   0.204778156996587E-01   0.489432003193359E+05
  0.487926727726894E+02   0.204948805460751E-01   0.611892754784329E+05
  0.487520798668885E+02   0.205119453924915E-01   0.776587403593131E+05
  0.487115544472153E+02   0.205290102389079E-01   0.981978741030482E+05
  0.486710963455149E+02   0.205460750853242E-01   0.122043564469788E+06
  0.486307053941909E+02   0.205631399317406E-01   0.147710666327200E+06
  0.485903814262023E+02   0.205802047781570E-01   0.173020525044220E+06
  0.485501242750621E+02   0.205972696245734E-01   0.195333204822845E+06
  0.485099337748344E+02   0.206143344709898E-01   0.211970539595132E+06
  0.484698097601323E+02   0.206313993174061E-01   0.220722267757134E+06
  0.484297520661157E+02   0.206484641638225E-01   0.220386201965344E+06
  0.483897605284888E+02   0.206655290102389E-01   0.211049942932535E+06
  0.483498349834983E+02   0.206825938566553E-01   0.194240769603042E+06
  0.483099752679307E+02   0.206996587030717E-01   0.172684557026391E+06
  0.482701812191104E+02   0.207167235494881E-01   0.149795477672437E+06
  0.482304526748971E+02   0.207337883959044E-01   0.129084463647788E+06
  0.481907894736842E+02   0.207508532423208E-01   0.113440116924462E+06
  0.481511914543961E+02   0.207679180887372E-01   0.104637765554854E+06
  0.481116584564860E+02   0.207849829351536E-01   0.103081199135256E+06
  0.480721903199344E+02   0.208020477815700E-01   0.107820630434669E+06
  0.480327868852459E+02   0.208191126279863E-01   0.116882996084108E+06
  0.479934479934480E+02   0.208361774744027E-01   0.127737065811966E+06
  0.479541734860884E+02   0.208532423208191E-01   0.137820884729712E+06
  0.479149632052330E+02   0.208703071672355E-01   0.144978918047763E+06
  0.478758169934640E+02   0.208873720136519E-01   0.147774543812275E+06
  0.478367346938776E+02   0.209044368600683E-01   0.145503370234645E+06
  0.477977161500816E+02   0.209215017064846E-01   0.138226118768851E+06
  0.477587612061940E+02   0.209385665529010E-01   0.126531482912886E+06
  0.477198697068404E+02   0.209556313993174E-01   0.111387480250609E+06
  0.476810414971522E+02   0.209726962457338E-01   0.939749700162701E+05
  0.476422764227642E+02   0.209897610921502E-01   0.756269791466768E+05
  0.476035743298132E+02   0.210068259385666E-01   0.577257564209821E+05
  0.475649350649351E+02   0.210238907849829E-01   0.416888654974488E+05
  0.475263584752636E+02   0.210409556313993E-01   0.288387047448001E+05
  0.474878444084279E+02   0.210580204778157E-01   0.202617277835494E+05
  0.474493927125506E+02   0.210750853242321E-01   0.165963244453431E+05
  0.474110032362460E+02   0.210921501706485E-01   0.178548011446448E+05
  0.473726758286176E+02   0.211092150170648E-01   0.233261544128436E+05
  0.473344103392569E+02   0.211262798634812E-01   0.316180406513974E+05
  0.472962066182405E+02   0.211433447098976E-01   0.408895536032719E+05
  0.472580645161290E+02   0.211604095563140E-01   0.492174941165225E+05
  0.472199838839645E+02   0.211774744027304E-01   0.550522753438690E+05
  0.471819645732689E+02   0.211945392491468E-01   0.576136195184825E+05
  0.471440064360418E+02   0.212116040955631E-01   0.571577782986112E+05
  0.471061093247588E+02   0.212286689419795E-01   0.549764122040762E+05
  0.470682730923695E+02   0.212457337883959E-01   0.531580313899242E+05
  0.470304975922953E+02   0.212627986348123E-01   0.541072106068806E+05
  0.469927826784282E+02   0.212798634812287E-01   0.599627621925670E+05
  0.469551282051282E+02   0.212969283276451E-01   0.720372948553178E+05
  0.469175340272218E+02   0.213139931740614E-01   0.904251048278039E+05
  0.468800000000000E+02   0.213310580204778E-01   0.113880986895876E+06
  0.468425259792166E+02   0.213481228668942E-01   0.139982932779713E+06
  0.468051118210863E+02   0.213651877133106E-01   0.165579138403178E+06
  0.467677573822825E+02   0.213822525597270E-01   0.187337624366899E+06
  0.467304625199362E+02   0.213993174061433E-01   0.202399416418322E+06
  0.466932270916335E+02   0.214163822525597E-01   0.208820034212080E+06
  0.466560509554140E+02   0.214334470989761E-01   0.205856445758218E+06
  0.466189339697693E+02   0.214505119453925E-01   0.194002568173267E+06
  0.465818759936407E+02   0.214675767918089E-01   0.174777476305078E+06
  0.465448768864178E+02   0.214846416382253E-01   0.150408874394116E+06
  0.465079365079365E+02   0.215017064846416E-01   0.123380736047268E+06
  0.464710547184774E+02   0.215187713310580E-01   0.961166708265318E+05
  0.464342313787639E+02   0.215358361774744E-01   0.706884823123355E+05
  0.463974663499604E+02   0.215529010238908E-01   0.486738861869052E+05
  0.463607594936709E+02   0.215699658703072E-01   0.311160770553524E+05
  0.463241106719368E+02   0.215870307167235E-01   0.185466434012551E+05
  0.462875197472354E+02   0.216040955631399E-01   0.110405563104696E+05
  0.462509865824783E+02   0.216211604095563E-01   0.826398116789477E+04
  0.462145110410095E+02   0.216382252559727E-01   0.950953278067806E+04
  0.461780929866036E+02   0.216552901023891E-01   0.137496591309271E+05
  0.461417322834646E+02   0.216723549488055E-01   0.197133491244405E+05
  0.461054287962234E+02   0.216894197952218E-01   0.260208308303507E+05
  0.460691823899371E+02   0.217064846416382E-01   0.313750356046043E+05
  0.460329929300864E+02   0.217235494880546E-01   0.347809324523228E+05
  0.459968602825746E+02   0.217406143344710E-01   0.357476297145008E+05
  0.459607843137255E+02   0.217576791808874E-01   0.344151650182959E+05
  0.459247648902821E+02   0.217747440273038E-01   0.315560019392485E+05
  0.458888018794049E+02   0.217918088737201E-01   0.284313032812047E+05
  0.458528951486698E+02   0.218088737201365E-01   0.265165155200006E+05
  0.458170445660672E+02   0.218259385665529E-01   0.271661675309874E+05
  0.457812500000000E+02   0.218430034129693E-01   0.312610752354204E+05
  0.457455113192818E+02   0.218600682593857E-01   0.389950316755270E+05
  0.457098283931357E+02   0.218771331058021E-01   0.497680428768296E+05
  0.456742010911925E+02   0.218941979522184E-01   0.623000925954824E+05
  0.456386292834891E+02   0.219112627986348E-01   0.748885211532551E+05
  0.456031128404669E+02   0.219283276450512E-01   0.857842125049394E+05
  0.455676516329705E+02   0.219453924914676E-01   0.935211011504796E+05
  0.455322455322455E+02   0.219624573378840E-01   0.972288351659651E+05
  0.454968944099379E+02   0.219795221843003E-01   0.967518060546372E+05
  0.454615981380915E+02   0.219965870307167E-01   0.926032728660833E+05
  0.454263565891473E+02   0.220136518771331E-01   0.857790869182747E+05
  0.453911696359411E+02   0.220307167235495E-01   0.774711576731668E+05
  0.453560371517028E+02   0.220477815699659E-01   0.687822387948701E+05
  0.453209590100541E+02   0.220648464163823E-01   0.605062985273162E+05
  0.452859350850077E+02   0.220819112627986E-01   0.530201815183069E+05
  0.452509652509653E+02   0.220989761092150E-01   0.463221256189227E+05
  0.452160493827161E+02   0.221160409556314E-01   0.401595553324690E+05
  0.451811873554356E+02   0.221331058020478E-01   0.342221877452422E+05
  0.451463790446841E+02   0.221501706484642E-01   0.283190731984619E+05
  0.451116243264049E+02   0.221672354948805E-01   0.224967035582400E+05
  0.450769230769231E+02   0.221843003412969E-01   0.170579696416252E+05
  0.450422751729439E+02   0.222013651877133E-01   0.124978098068415E+05
  0.450076804915515E+02   0.222184300341297E-01   0.936954419677608E+04
  0.449731389102072E+02   0.222354948805461E-01   0.813509725794426E+04
  0.449386503067485E+02   0.222525597269625E-01   0.903702333165531E+04
  0.449042145593870E+02   0.222696245733788E-01   0.120299491939756E+05
  0.448698315467075E+02   0.222866894197952E-01   0.167785722882893E+05
  0.448355011476664E+02   0.223037542662116E-01   0.227131628132927E+05
  0.448012232415902E+02   0.223208191126280E-01   0.291337077396234E+05
  0.447669977081742E+02   0.223378839590444E-01   0.353031836462315E+05
  0.447328244274809E+02   0.223549488054607E-01   0.405447586892458E+05
  0.446987032799390E+02   0.223720136518771E-01   0.443182473712605E+05
  0.446646341463415E+02   0.223890784982935E-01   0.462442313113206E+05
  0.446306169078446E+02   0.224061433447099E-01   0.461324789364602E+05
  0.445966514459665E+02   0.224232081911263E-01   0.439836151253411E+05
  0.445627376425856E+02   0.224402730375427E-01   0.399899811390207E+05
  0.445288753799392E+02   0.224573378839590E-01   0.345236082168405E+05
  0.444950645406226E+02   0.224744027303754E-01   0.281066327563622E+05
  0.444613050075872E+02   0.224914675767918E-01   0.213649514933274E+05
  0.444275966641395E+02   0.225085324232082E-01   0.149511608150598E+05
  0.443939393939394E+02   0.225255972696246E-01   0.945537028420831E+04
  0.443603330809992E+02   0.225426621160410E-01   0.531351300580463E+04
  0.443267776096823E+02   0.225597269624573E-01   0.273837403552406E+04
  0.442932728647014E+02   0.225767918088737E-01   0.169426474963082E+04
  0.442598187311178E+02   0.225938566552901E-01   0.192249043281674E+04
  0.442264150943396E+02   0.226109215017065E-01   0.302743354755159E+04
  0.441930618401207E+02   0.226279863481229E-01   0.458453693672051E+04
  0.441597588545592E+02   0.226450511945393E-01   0.627059913855079E+04
  0.441265060240964E+02   0.226621160409556E-01   0.795907897920340E+04
  0.440933032355154E+02   0.226791808873720E-01   0.977357882675998E+04
  0.440601503759398E+02   0.226962457337884E-01   0.120658119332115E+05
  0.440270473328325E+02   0.227133105802048E-01   0.153479538611924E+05
  0.439939939939940E+02   0.227303754266212E-01   0.201681026733044E+05
  0.439609902475619E+02   0.227474402730375E-01   0.269772374872402E+05
  0.439280359820090E+02   0.227645051194539E-01   0.359994343664104E+05
  0.438951310861423E+02   0.227815699658703E-01   0.471408036394678E+05
  0.438622754491018E+02   0.227986348122867E-01   0.599476908262802E+05
  0.438294689603590E+02   0.228156996587031E-01   0.736212027288112E+05
  0.437967115097160E+02   0.228327645051195E-01   0.870945495010720E+05
  0.437640029873040E+02   0.228498293515358E-01   0.991368910639193E+05
  0.437313432835821E+02   0.228668941979522E-01   0.108538927044184E+06
  0.436987322893363E+02   0.228839590443686E-01   0.114265342669734E+06
  0.436661698956781E+02   0.229010238907850E-01   0.115665488051817E+06
  0.436336559940432E+02   0.229180887372014E-01   0.112620928571922E+06
  0.436011904761905E+02   0.229351535836177E-01   0.105654168141200E+06
  0.435687732342007E+02   0.229522184300341E-01   0.959416584569635E+05
  0.435364041604755E+02   0.229692832764505E-01   0.851924664883683E+05
  0.435040831477357E+02   0.229863481228669E-01   0.754422017758488E+05
  0.434718100890208E+02   0.230034129692833E-01   0.686947428841885E+05
  0.434395848776872E+02   0.230204778156997E-01   0.665809612413808E+05
  0.434074074074074E+02   0.230375426621160E-01   0.699723327167146E+05
  0.433752775721688E+02   0.230546075085324E-01   0.787563380942399E+05
  0.433431952662722E+02   0.230716723549488E-01   0.917657534489999E+05
  0.433111603843311E+02   0.230887372013652E-01   0.106936560530605E+06
  0.432791728212703E+02   0.231058020477816E-01   0.121665780154290E+06
  0.432472324723247E+02   0.231228668941980E-01   0.133301851360378E+06
  0.432153392330383E+02   0.231399317406143E-01   0.139692023394659E+06
  0.431834929992631E+02   0.231569965870307E-01   0.139641459858228E+06
  0.431516936671576E+02   0.231740614334471E-01   0.133194832415953E+06
  0.431199411331862E+02   0.231911262798635E-01   0.121665312122271E+06
  0.430882352941176E+02   0.232081911262799E-01   0.107419354348226E+06
  0.430565760470243E+02   0.232252559726962E-01   0.934560992497685E+05
  0.430249632892805E+02   0.232423208191126E-01   0.828859929179154E+05
  0.429933969185620E+02   0.232593856655290E-01   0.784027708478895E+05
  0.429618768328446E+02   0.232764505119454E-01   0.818937323945473E+05
  0.429304029304029E+02   0.232935153583618E-01   0.941778712613703E+05
  0.428989751098097E+02   0.233105802047782E-01   0.114975482324102E+06
  0.428675932699342E+02   0.233276450511945E-01   0.142992484735584E+06
  0.428362573099415E+02   0.233447098976109E-01   0.176150991014651E+06
  0.428049671292915E+02   0.233617747440273E-01   0.211829422358735E+06
  0.427737226277372E+02   0.233788395904437E-01   0.247117418736017E+06
  0.427425237053246E+02   0.233959044368601E-01   0.279052758923906E+06
  0.427113702623907E+02   0.234129692832765E-01   0.304823059232292E+06
  0.426802621995630E+02   0.234300341296928E-01   0.322023889328543E+06
  0.426491994177584E+02   0.234470989761092E-01   0.328867304298681E+06
  0.426181818181818E+02   0.234641638225256E-01   0.324441311356136E+06
  0.425872093023256E+02   0.234812286689420E-01   0.308903396607407E+06
  0.425562817719680E+02   0.234982935153584E-01   0.283580481531308E+06
  0.425253991291727E+02   0.235153583617747E-01   0.250898978253668E+06
  0.424945612762872E+02   0.235324232081911E-01   0.214113928206877E+06
  0.424637681159420E+02   0.235494880546075E-01   0.176859859941340E+06
  0.424330195510500E+02   0.235665529010239E-01   0.142570910183639E+06
  0.424023154848046E+02   0.235836177474403E-01   0.113918124524101E+06
  0.423716558206797E+02   0.236006825938567E-01   0.923574623795823E+05
  0.423410404624277E+02   0.236177474402730E-01   0.779291625572408E+05
  0.423104693140794E+02   0.236348122866894E-01   0.693964839564026E+05
  0.422799422799423E+02   0.236518771331058E-01   0.645918325800553E+05
  0.422494592645998E+02   0.236689419795222E-01   0.610299223429230E+05
  0.422190201729107E+02   0.236860068259386E-01   0.565300179632423E+05
  0.421886249100072E+02   0.237030716723549E-01   0.497316395474870E+05
  0.421582733812950E+02   0.237201365187713E-01   0.403854771051001E+05
  0.421279654924515E+02   0.237372013651877E-01   0.292952442703883E+05
  0.420977011494253E+02   0.237542662116041E-01   0.180428032996647E+05
  0.420674802584350E+02   0.237713310580205E-01   0.848354188979359E+04
  0.420373027259684E+02   0.237883959044369E-01   0.222175415778680E+04
  0.420071684587814E+02   0.238054607508532E-01   0.190778193450955E+03
  0.419770773638968E+02   0.238225255972696E-01   0.244111520204290E+04
  0.419470293486041E+02   0.238395904436860E-01   0.817806595811431E+04
  0.419170243204578E+02   0.238566552901024E-01   0.160131072945583E+05
  0.418870621872766E+02   0.238737201365188E-01   0.243268570673217E+05
  0.418571428571429E+02   0.238907849829352E-01   0.316425453055183E+05
  0.418272662384011E+02   0.239078498293515E-01   0.368986621643332E+05
  0.417974322396576E+02   0.239249146757679E-01   0.395618719778878E+05
  0.417676407697790E+02   0.239419795221843E-01   0.395972993698625E+05
  0.417378917378917E+02   0.239590443686007E-01   0.373126629494073E+05
  0.417081850533808E+02   0.239761092150171E-01   0.332040464143886E+05
  0.416785206258890E+02   0.239931740614334E-01   0.278166031544855E+05
  0.416488983653163E+02   0.240102389078498E-01   0.217028826618713E+05
  0.416193181818182E+02   0.240273037542662E-01   0.154576018443057E+05
  0.415897799858055E+02   0.240443686006826E-01   0.975984365564517E+04
  0.415602836879433E+02   0.240614334470990E-01   0.542377428623038E+04
  0.415308291991495E+02   0.240784982935154E-01   0.333580878631224E+04
  0.415014164305949E+02   0.240955631399317E-01   0.430537986361283E+04
  0.414720452937013E+02   0.241126279863481E-01   0.884215107008804E+04
  0.414427157001414E+02   0.241296928327645E-01   0.169239237566563E+05
  0.414134275618375E+02   0.241467576791809E-01   0.278534469410557E+05
  0.413841807909605E+02   0.241638225255973E-01   0.402561184911929E+05
  0.413549752999294E+02   0.241808873720137E-01   0.522757234699809E+05
  0.413258110014104E+02   0.241979522184300E-01   0.618967556496995E+05
  0.412966878083157E+02   0.242150170648464E-01   0.674042315256300E+05
  0.412676056338028E+02   0.242320819112628E-01   0.677485530819113E+05
  0.412385643912738E+02   0.242491467576792E-01   0.628148157840281E+05
  0.412095639943741E+02   0.242662116040956E-01   0.534581165852744E+05
  0.411806043569923E+02   0.242832764505119E-01   0.413138999234496E+05
  0.411516853932584E+02   0.243003412969283E-01   0.284206894107755E+05
  0.411228070175439E+02   0.243174061433447E-01   0.167549413823151E+05
  0.410939691444600E+02   0.243344709897611E-01   0.781334494248664E+04
  0.410651716888577E+02   0.243515358361775E-01   0.232192079703061E+04
  0.410364145658263E+02   0.243686006825939E-01   0.177588797499419E+03
  0.410076976906928E+02   0.243856655290102E-01   0.579513841990411E+03
  0.409790209790210E+02   0.244027303754266E-01   0.233543796829850E+04
  0.409503843466108E+02   0.244197952218430E-01   0.422706047783093E+04
  0.409217877094972E+02   0.244368600682594E-01   0.533499816998299E+04
  0.408932309839497E+02   0.244539249146758E-01   0.523981654267876E+04
  0.408647140864714E+02   0.244709897610921E-01   0.405977439254274E+04
  0.408362369337979E+02   0.244880546075085E-01   0.232991901829246E+04
  0.408077994428969E+02   0.245051194539249E-01   0.781207678777557E+03
  0.407794015309673E+02   0.245221843003413E-01   0.897171371449142E+02
  0.407510431154381E+02   0.245392491467577E-01   0.674489901560751E+03
  0.407227241139680E+02   0.245563139931741E-01   0.259348890803651E+04
  0.406944444444444E+02   0.245733788395904E-01   0.555565437089283E+04
  0.406662040249827E+02   0.245904436860068E-01   0.902820909550919E+04
  0.406380027739251E+02   0.246075085324232E-01   0.123994242195346E+05
  0.406098406098406E+02   0.246245733788396E-01   0.151372602897570E+05
  0.405817174515235E+02   0.246416382252560E-01   0.169143247927570E+05
  0.405536332179931E+02   0.246587030716724E-01   0.176616656823258E+05
  0.405255878284924E+02   0.246757679180887E-01   0.175476940093807E+05
  0.404975812024879E+02   0.246928327645051E-01   0.169247349852240E+05
  0.404696132596685E+02   0.247098976109215E-01   0.162308539581170E+05
  0.404416839199448E+02   0.247269624573379E-01   0.159122937913053E+05
  0.404137931034483E+02   0.247440273037543E-01   0.163545912578717E+05
  0.403859407305307E+02   0.247610921501706E-01   0.178400877359833E+05
  0.403581267217631E+02   0.247781569965870E-01   0.205260629884745E+05
  0.403303509979353E+02   0.247952218430034E-01   0.244315262810568E+05
  0.403026134800550E+02   0.248122866894198E-01   0.294315757460119E+05
  0.402749140893471E+02   0.248293515358362E-01   0.352531960089181E+05
  0.402472527472528E+02   0.248464163822526E-01   0.414818037134112E+05
  0.402196293754290E+02   0.248634812286689E-01   0.475893024148902E+05
  0.401920438957476E+02   0.248805460750853E-01   0.529855259260059E+05
  0.401644962302947E+02   0.248976109215017E-01   0.570975970843339E+05
  0.401369863013699E+02   0.249146757679181E-01   0.594639609941330E+05
  0.401095140314853E+02   0.249317406143345E-01   0.598361606329047E+05
  0.400820793433653E+02   0.249488054607509E-01   0.582445060574657E+05
  0.400546821599453E+02   0.249658703071672E-01   0.550402730490302E+05
  0.400273224043716E+02   0.249829351535836E-01   0.508486949056164E+05
  0.400000000000000E+02   0.250000000000000E-01   0.464955993620456E+05
  0.399727148703956E+02   0.250170648464164E-01   0.428634603868394E+05
  0.399454669393320E+02   0.250341296928328E-01   0.407246549818661E+05
  0.399182561307902E+02   0.250511945392491E-01   0.405829553602603E+05
  0.398910823689585E+02   0.250682593856655E-01   0.425430357688984E+05
  0.398639455782313E+02   0.250853242320819E-01   0.462533486158742E+05
  0.398368456832087E+02   0.251023890784983E-01   0.509273359097585E+05
  0.398097826086956E+02   0.251194539249147E-01   0.554564550193140E+05
  0.397827562797013E+02   0.251365187713311E-01   0.586003553050112E+05
  0.397557666214383E+02   0.251535836177474E-01   0.592240504298103E+05
  0.397288135593220E+02   0.251706484641638E-01   0.565626684675125E+05
  0.397018970189702E+02   0.251877133105802E-01   0.503997688735183E+05
  0.396750169262018E+02   0.252047781569966E-01   0.412209043406182E+05
  0.396481732070365E+02   0.252218430034130E-01   0.301886902260117E+05
  0.396213657876944E+02   0.252389078498294E-01   0.190143233017438E+05
  0.395945945945946E+02   0.252559726962457E-01   0.968226248497820E+04
  0.395678595543552E+02   0.252730375426621E-01   0.409667133627824E+04
  0.395411605937922E+02   0.252901023890785E-01   0.371373216437481E+04
  0.395144976399191E+02   0.253071672354949E-01   0.922521616690819E+04
  0.394878706199461E+02   0.253242320819113E-01   0.203769757109332E+05
  0.394612794612795E+02   0.253412969283276E-01   0.359616978500064E+05
  0.394347240915209E+02   0.253583617747440E-01   0.540018783983812E+05
  0.394082044384667E+02   0.253754266211604E-01   0.720977254030537E+05
  0.393817204301075E+02   0.253924914675768E-01   0.878520373389373E+05
  0.393552719946273E+02   0.254095563139932E-01   0.993341872334137E+05
  0.393288590604027E+02   0.254266211604096E-01   0.105410390053343E+06
  0.393024815560027E+02   0.254436860068259E-01   0.105945254210017E+06
  0.392761394101877E+02   0.254607508532423E-01   0.101805477523837E+06
  0.392498325519089E+02   0.254778156996587E-01   0.946526089588462E+05
  0.392235609103079E+02   0.254948805460751E-01   0.866228122335176E+05
  0.391973244147157E+02   0.255119453924915E-01   0.799124066614103E+05
  0.391711229946524E+02   0.255290102389078E-01   0.764142568473032E+05
  0.391449565798263E+02   0.255460750853242E-01   0.773969365034665E+05
  0.391188251001335E+02   0.255631399317406E-01   0.833469788796767E+05
  0.390927284856571E+02   0.255802047781570E-01   0.939560464047290E+05
  0.390666666666667E+02   0.255972696245734E-01   0.108183288088062E+06
  0.390406395736176E+02   0.256143344709898E-01   0.124498896614802E+06
  0.390146471371505E+02   0.256313993174061E-01   0.141073053051150E+06
  0.389886892880905E+02   0.256484641638225E-01   0.156043669129392E+06
  0.389627659574468E+02   0.256655290102389E-01   0.167736798924807E+06
  0.389368770764120E+02   0.256825938566553E-01   0.174862552290582E+06
  0.389110225763612E+02   0.256996587030717E-01   0.176671774521813E+06
  0.388852023888520E+02   0.257167235494881E-01   0.173054255289163E+06
  0.388594164456233E+02   0.257337883959044E-01   0.164585687138051E+06
  0.388336646785951E+02   0.257508532423208E-01   0.152490319889693E+06
  0.388079470198675E+02   0.257679180887372E-01   0.138504954898881E+06
  0.387822634017207E+02   0.257849829351536E-01   0.124656196154256E+06
  0.387566137566138E+02   0.258020477815700E-01   0.112958966509642E+06
  0.387309980171844E+02   0.258191126279863E-01   0.105068199901283E+06
  0.387054161162483E+02   0.258361774744027E-01   0.101975681765634E+06
  0.386798679867987E+02   0.258532423208191E-01   0.103771608280323E+06
  0.386543535620053E+02   0.258703071672355E-01   0.109583791870138E+06
  0.386288727752142E+02   0.258873720136519E-01   0.117682477469628E+06
  0.386034255599473E+02   0.259044368600683E-01   0.125783903141568E+06
  0.385780118499013E+02   0.259215017064846E-01   0.131465802391257E+06
  0.385526315789474E+02   0.259385665529010E-01   0.132634381061674E+06
  0.385272846811308E+02   0.259556313993174E-01   0.127947536605941E+06
  0.385019710906702E+02   0.259726962457338E-01   0.117087376952617E+06
  0.384766907419567E+02   0.259897610921502E-01   0.100819191426042E+06
  0.384514435695538E+02   0.260068259385666E-01   0.808481446415235E+05
  0.384262295081967E+02   0.260238907849829E-01   0.594897158341829E+05
  0.384010484927916E+02   0.260409556313993E-01   0.392193521653380E+05
  0.383759004584152E+02   0.260580204778157E-01   0.222270580315105E+05
  0.383507853403141E+02   0.260750853242321E-01   0.100419010595573E+05
  0.383257030739045E+02   0.260921501706485E-01   0.333195968916313E+04
  0.383006535947712E+02   0.261092150170648E-01   0.186530254476338E+04
  0.382756368386675E+02   0.261262798634812E-01   0.465429966311532E+04
  0.382506527415144E+02   0.261433447098976E-01   0.102284652039704E+05
  0.382257012393999E+02   0.261604095563140E-01   0.169388004528626E+05
  0.382007822685789E+02   0.261774744027304E-01   0.232759887431398E+05
  0.381758957654723E+02   0.261945392491468E-01   0.280839549800145E+05
  0.381510416666667E+02   0.262116040955631E-01   0.306841547791643E+05
  0.381262199089135E+02   0.262286689419795E-01   0.308858658162542E+05
  0.381014304291287E+02   0.262457337883959E-01   0.289172331541963E+05
  0.380766731643925E+02   0.262627986348123E-01   0.252920366601825E+05
  0.380519480519481E+02   0.262798634812287E-01   0.206685423251537E+05
  0.380272550292018E+02   0.262969283276451E-01   0.157198156380463E+05
  0.380025940337224E+02   0.263139931740614E-01   0.110312538592446E+05
  0.379779650032404E+02   0.263310580204778E-01   0.703790290982640E+04
  0.379533678756477E+02   0.263481228668942E-01   0.399277457540291E+04
  0.379288025889968E+02   0.263651877133106E-01   0.196326006207119E+04
  0.379042690815006E+02   0.263822525597270E-01   0.849603150338118E+03
  0.378797672915320E+02   0.263993174061433E-01   0.424371756465950E+03
  0.378552971576227E+02   0.264163822525597E-01   0.387450447452496E+03
  0.378308586184635E+02   0.264334470989761E-01   0.442967257202793E+03
  0.378064516129032E+02   0.264505119453925E-01   0.384351217254862E+03
  0.377820760799484E+02   0.264675767918089E-01   0.177640921622303E+03
  0.377577319587629E+02   0.264846416382253E-01   0.251771703937884E+02
  0.377334191886671E+02   0.265017064846416E-01   0.387811702269403E+03
  0.377091377091377E+02   0.265187713310580E-01   0.195046996272834E+04
  0.376848874598071E+02   0.265358361774744E-01   0.552303748603680E+04
  0.376606683804627E+02   0.265529010238908E-01   0.118868005374089E+05
  0.376364804110469E+02   0.265699658703072E-01   0.216085250434498E+05
  0.376123234916560E+02   0.265870307167236E-01   0.348585662916467E+05
  0.375881975625401E+02   0.266040955631399E-01   0.512761111270532E+05
  0.375641025641026E+02   0.266211604095563E-01   0.699192137614691E+05
