#
#    Period, Days, T      Frequency, 1/Days, v      Periodogram, I(v)
#
  0.463241106719368E+02   0.215870307167235E-01   0.710083227846355E-01
  0.462875197472354E+02   0.216040955631399E-01   0.778721145339183E-01
  0.462509865824783E+02   0.216211604095563E-01   0.744271842574872E-01
  0.462145110410095E+02   0.216382252559727E-01   0.604257126818070E-01
  0.461780929866036E+02   0.216552901023891E-01   0.395570834581688E-01
  0.461417322834646E+02   0.216723549488055E-01   0.183137961075181E-01
  0.461054287962234E+02   0.216894197952218E-01   0.389940949121684E-02
  0.460691823899371E+02   0.217064846416382E-01   0.176515975129545E-02
  0.460329929300864E+02   0.217235494880546E-01   0.136455244706381E-01
  0.459968602825746E+02   0.217406143344710E-01   0.367688450228062E-01
  0.459607843137255E+02   0.217576791808874E-01   0.645786680543246E-01
  0.459247648902821E+02   0.217747440273038E-01   0.887347780411358E-01
  0.458888018794049E+02   0.217918088737201E-01   0.101827740077729E+00
  0.458528951486698E+02   0.218088737201365E-01   0.998469853401516E-01
  0.458170445660672E+02   0.218259385665529E-01   0.836380761881012E-01
  0.457812500000000E+02   0.218430034129693E-01   0.587665758273234E-01
  0.457455113192818E+02   0.218600682593857E-01   0.338906571924948E-01
  0.457098283931357E+02   0.218771331058021E-01   0.180457323114084E-01
  0.456742010911925E+02   0.218941979522184E-01   0.178073684858395E-01
  0.456386292834891E+02   0.219112627986348E-01   0.351812315059687E-01
  0.456031128404669E+02   0.219283276450512E-01   0.669178664984348E-01
  0.455676516329705E+02   0.219453924914676E-01   0.105468669911312E+00
  0.455322455322455E+02   0.219624573378840E-01   0.141183931644102E+00
  0.454968944099379E+02   0.219795221843003E-01   0.165177236653910E+00
  0.454615981380915E+02   0.219965870307167E-01   0.171773383700335E+00
  0.454263565891473E+02   0.220136518771331E-01   0.159980560817701E+00
  0.453911696359411E+02   0.220307167235495E-01   0.133483757856690E+00
  0.453560371517028E+02   0.220477815699659E-01   0.993411147599297E-01
  0.453209590100541E+02   0.220648464163823E-01   0.658619149442753E-01
  0.452859350850077E+02   0.220819112627986E-01   0.403686691681444E-01
  0.452509652509653E+02   0.220989761092150E-01   0.275566300204403E-01
  0.452160493827161E+02   0.221160409556314E-01   0.287825993703673E-01
  0.451811873554356E+02   0.221331058020478E-01   0.423994661769853E-01
  0.451463790446841E+02   0.221501706484642E-01   0.647683665321439E-01
  0.451116243264049E+02   0.221672354948805E-01   0.915198394536395E-01
  0.450769230769231E+02   0.221843003412969E-01   0.118617605023968E+00
  0.450422751729439E+02   0.222013651877133E-01   0.142902804501345E+00
  0.450076804915515E+02   0.222184300341297E-01   0.162180208597082E+00
  0.449731389102072E+02   0.222354948805461E-01   0.174942778810480E+00
  0.449386503067485E+02   0.222525597269625E-01   0.180167016470231E+00
  0.449042145593870E+02   0.222696245733788E-01   0.177282486330505E+00
  0.448698315467075E+02   0.222866894197952E-01   0.166432209707019E+00
  0.448355011476664E+02   0.223037542662116E-01   0.148810852335333E+00
  0.448012232415902E+02   0.223208191126280E-01   0.126888540686674E+00
  0.447669977081742E+02   0.223378839590444E-01   0.104159351065597E+00
  0.447328244274809E+02   0.223549488054607E-01   0.844304119570040E-01
  0.446987032799390E+02   0.223720136518771E-01   0.707381200899737E-01
  0.446646341463415E+02   0.223890784982935E-01   0.642871638986593E-01
  0.446306169078446E+02   0.224061433447099E-01   0.638445068110758E-01
  0.445966514459665E+02   0.224232081911263E-01   0.659888455438365E-01
  0.445627376425856E+02   0.224402730375427E-01   0.661872827065216E-01
  0.445288753799392E+02   0.224573378839590E-01   0.605271780340232E-01
  0.444950645406226E+02   0.224744027303754E-01   0.474847898807948E-01
  0.444613050075872E+02   0.224914675767918E-01   0.290679295774360E-01
  0.444275966641395E+02   0.225085324232082E-01   0.108412656962965E-01
  0.443939393939394E+02   0.225255972696246E-01   0.602756223892666E-03
  0.443603330809992E+02   0.225426621160410E-01   0.602673441629601E-02
  0.443267776096823E+02   0.225597269624573E-01   0.319447631319950E-01
  0.442932728647014E+02   0.225767918088737E-01   0.781588025369845E-01
  0.442598187311178E+02   0.225938566552901E-01   0.138568450325745E+00
  0.442264150943396E+02   0.226109215017065E-01   0.202098836160720E+00
  0.441930618401207E+02   0.226279863481229E-01   0.255208852769542E+00
  0.441597588545592E+02   0.226450511945393E-01   0.285458357933469E+00
  0.441265060240964E+02   0.226621160409556E-01   0.285042418402937E+00
  0.440933032355154E+02   0.226791808873720E-01   0.253274149940252E+00
  0.440601503759398E+02   0.226962457337884E-01   0.197128231911079E+00
  0.440270473328325E+02   0.227133105802048E-01   0.129834625961313E+00
  0.439939939939940E+02   0.227303754266212E-01   0.675782628162919E-01
  0.439609902475619E+02   0.227474402730375E-01   0.254868696071875E-01
  0.439280359820090E+02   0.227645051194539E-01   0.137926532052390E-01
  0.438951310861423E+02   0.227815699658703E-01   0.353835464477511E-01
  0.438622754491018E+02   0.227986348122867E-01   0.852677943641830E-01
  0.438294689603590E+02   0.228156996587031E-01   0.152052063184832E+00
  0.437967115097160E+02   0.228327645051195E-01   0.220984393518084E+00
  0.437640029873040E+02   0.228498293515358E-01   0.277649303969590E+00
  0.437313432835821E+02   0.228668941979522E-01   0.311264472220049E+00
  0.436987322893363E+02   0.228839590443686E-01   0.316868887621495E+00
  0.436661698956781E+02   0.229010238907850E-01   0.295798326955978E+00
  0.436336559940432E+02   0.229180887372014E-01   0.254694633587369E+00
  0.436011904761905E+02   0.229351535836177E-01   0.203341103105262E+00
  0.435687732342007E+02   0.229522184300341E-01   0.152056981707812E+00
  0.435364041604755E+02   0.229692832764505E-01   0.109420777790183E+00
  0.435040831477357E+02   0.229863481228669E-01   0.807358008438197E-01
  0.434718100890208E+02   0.230034129692833E-01   0.675573371244190E-01
  0.434395848776872E+02   0.230204778156997E-01   0.681281202648664E-01
  0.434074074074074E+02   0.230375426621160E-01   0.784709522809466E-01
  0.433752775721688E+02   0.230546075085324E-01   0.936538615688850E-01
  0.433431952662722E+02   0.230716723549488E-01   0.108964128438097E+00
  0.433111603843311E+02   0.230887372013652E-01   0.120707449655624E+00
  0.432791728212703E+02   0.231058020477816E-01   0.126573560140047E+00
  0.432472324723247E+02   0.231228668941980E-01   0.125700234945561E+00
  0.432153392330383E+02   0.231399317406143E-01   0.118525564678304E+00
  0.431834929992631E+02   0.231569965870307E-01   0.106485126202127E+00
  0.431516936671576E+02   0.231740614334471E-01   0.918068421084680E-01
  0.431199411331862E+02   0.231911262798635E-01   0.772172707375080E-01
  0.430882352941176E+02   0.232081911262799E-01   0.656444104446883E-01
  0.430565760470243E+02   0.232252559726962E-01   0.597895782395286E-01
  0.430249632892805E+02   0.232423208191126E-01   0.616724443428926E-01
  0.429933969185620E+02   0.232593856655290E-01   0.721419669898184E-01
  0.429618768328446E+02   0.232764505119454E-01   0.905254334303802E-01
  0.429304029304029E+02   0.232935153583618E-01   0.114505506808560E+00
  0.428989751098097E+02   0.233105802047782E-01   0.140297479690980E+00
  0.428675932699342E+02   0.233276450511945E-01   0.163317831010744E+00
  0.428362573099415E+02   0.233447098976109E-01   0.178902669636333E+00
  0.428049671292915E+02   0.233617747440273E-01   0.183346598102632E+00
  0.427737226277372E+02   0.233788395904437E-01   0.174700744929163E+00
  0.427425237053246E+02   0.233959044368601E-01   0.153352978937742E+00
  0.427113702623907E+02   0.234129692832765E-01   0.122150117583850E+00
  0.426802621995630E+02   0.234300341296928E-01   0.859544927096303E-01
  0.426491994177584E+02   0.234470989761092E-01   0.508998189570786E-01
  0.426181818181818E+02   0.234641638225256E-01   0.232214723627607E-01
  0.425872093023256E+02   0.234812286689420E-01   0.805994173316056E-02
  0.425562817719680E+02   0.234982935153584E-01   0.840817168052786E-02
  0.425253991291727E+02   0.235153583617747E-01   0.244307279384815E-01
  0.424945612762872E+02   0.235324232081911E-01   0.533052399604633E-01
  0.424637681159420E+02   0.235494880546075E-01   0.896468998495615E-01
  0.424330195510500E+02   0.235665529010239E-01   0.126484017184207E+00
  0.424023154848046E+02   0.235836177474403E-01   0.156570102264300E+00
  0.423716558206797E+02   0.236006825938567E-01   0.173878715589345E+00
  0.423410404624277E+02   0.236177474402730E-01   0.174876554457419E+00
  0.423104693140794E+02   0.236348122866894E-01   0.159355793246329E+00
  0.422799422799423E+02   0.236518771331058E-01   0.130590067267255E+00
  0.422494592645998E+02   0.236689419795222E-01   0.947345063268610E-01
  0.422190201729107E+02   0.236860068259386E-01   0.595630784517537E-01
  0.421886249100072E+02   0.237030716723549E-01   0.327489098576914E-01
  0.421582733812950E+02   0.237201365187713E-01   0.201373480105312E-01
  0.421279654924515E+02   0.237372013651877E-01   0.243459472942007E-01
  0.420977011494253E+02   0.237542662116041E-01   0.440903109299735E-01
  0.420674802584350E+02   0.237713310580205E-01   0.744257080458768E-01
  0.420373027259684E+02   0.237883959044369E-01   0.107883959123266E+00
  0.420071684587814E+02   0.238054607508532E-01   0.136259694441451E+00
  0.419770773638968E+02   0.238225255972696E-01   0.152577715378405E+00
